chr	pos	str	con	per_site_wei
Chr1	77388	+	CHH	0.4166666666666667
Chr1	77399	+	CHH	0.2727272727272727
Chr1	77400	+	CHH	0.3333333333333333
Chr1	77406	-	CHH	0.7142857142857143
Chr1	77407	-	CHH	0.2857142857142857
Chr1	77414	+	CHH	0.23076923076923078
Chr1	77417	+	CHH	0.23076923076923078
Chr1	77423	-	CHH	0.4
Chr1	77442	+	CHH	0.3
Chr1	77469	+	CHH	0.2222222222222222
Chr1	77482	+	CHH	0.25
Chr1	77483	+	CHH	0.2222222222222222
Chr1	77489	+	CHH	0.25
Chr1	77490	+	CHH	0.25
Chr1	77494	+	CHH	0.2857142857142857
Chr1	78243	+	CHH	0.2
Chr1	81069	+	CHH	0.11538461538461539
Chr1	82998	+	CHH	0.4
Chr1	90796	-	CHH	0.15789473684210525
Chr1	93653	+	CHH	0.15384615384615385
Chr1	95981	+	CHH	0.18181818181818182
Chr1	96240	+	CHH	0.13333333333333333
Chr1	102351	+	CHH	0.2
Chr1	102355	+	CHH	0.2222222222222222
Chr1	104160	+	CHH	0.25
Chr1	104165	+	CHH	0.15384615384615385
Chr1	106490	-	CHH	0.125
Chr1	106512	-	CHH	0.1
Chr1	106950	-	CHH	0.13333333333333333
Chr1	107931	+	CHH	0.14285714285714285
Chr1	109116	+	CHH	0.18181818181818182
Chr1	116997	-	CHH	0.18181818181818182
Chr1	126800	+	CHH	0.2
Chr1	129865	+	CHH	0.07407407407407407
Chr1	131916	-	CHH	0.25
Chr1	133553	+	CHH	0.13333333333333333
Chr1	133601	+	CHH	0.09523809523809523
Chr1	136239	+	CHH	0.125
Chr1	141310	+	CHH	0.10526315789473684
Chr1	141452	+	CHH	0.14285714285714285
Chr1	141880	-	CHH	0.2857142857142857
Chr1	141883	-	CHH	0.3333333333333333
Chr1	141885	-	CHH	0.3333333333333333
Chr1	141896	-	CHH	0.25
Chr1	145432	+	CHH	0.1111111111111111
Chr1	152235	+	CHH	0.1111111111111111
Chr1	152725	+	CHH	0.14285714285714285
Chr1	156056	-	CHH	0.6
Chr1	156112	-	CHH	0.3333333333333333
Chr1	156538	-	CHH	0.25
Chr1	159292	-	CHH	0.3076923076923077
Chr1	163225	-	CHH	0.2
Chr1	176185	+	CHH	0.2
Chr1	180095	-	CHH	0.08333333333333333
Chr1	183199	-	CHH	0.09090909090909091
Chr1	183311	+	CHH	0.15384615384615385
Chr1	192338	-	CHH	0.16666666666666666
Chr1	192378	+	CHH	0.14285714285714285
Chr1	193449	+	CHH	0.2
Chr1	193488	+	CHH	0.2857142857142857
Chr1	193629	+	CHH	0.1111111111111111
Chr1	193846	+	CHH	0.06896551724137931
Chr1	202315	-	CHH	0.16666666666666666
Chr1	204368	+	CHH	0.1
Chr1	213414	-	CHH	0.08695652173913043
Chr1	213740	+	CHH	0.1111111111111111
Chr1	214515	+	CHH	0.10526315789473684
Chr1	214638	-	CHH	0.18181818181818182
Chr1	221302	-	CHH	0.11764705882352941
Chr1	221338	-	CHH	0.1
Chr1	228183	-	CHH	0.13333333333333333
Chr1	238160	-	CHH	0.16666666666666666
Chr1	238176	+	CHH	0.3333333333333333
Chr1	238217	-	CHH	0.14285714285714285
Chr1	238275	+	CHH	0.16666666666666666
Chr1	238286	+	CHH	0.16666666666666666
Chr1	238336	+	CHH	0.42857142857142855
Chr1	238364	-	CHH	0.2
Chr1	238389	-	CHH	0.25
Chr1	238397	-	CHH	0.25
Chr1	238406	-	CHH	0.2857142857142857
Chr1	238416	-	CHH	0.3333333333333333
Chr1	238427	+	CHH	0.5
Chr1	238504	+	CHH	0.7142857142857143
Chr1	238507	+	CHH	0.5714285714285714
Chr1	238523	+	CHH	0.2857142857142857
Chr1	238560	-	CHH	0.4
Chr1	238568	+	CHH	0.4
Chr1	238587	-	CHH	0.6
Chr1	238630	+	CHH	0.2
Chr1	238969	+	CHH	0.4
Chr1	238989	+	CHH	0.3333333333333333
Chr1	238998	+	CHH	0.3333333333333333
Chr1	239016	-	CHH	0.4
Chr1	239020	-	CHH	0.6
Chr1	239050	+	CHH	0.25
Chr1	239079	+	CHH	0.2222222222222222
Chr1	239122	+	CHH	0.25
Chr1	239131	+	CHH	0.2857142857142857
Chr1	239132	+	CHH	0.2857142857142857
Chr1	239199	+	CHH	0.6
Chr1	239262	-	CHH	0.6
Chr1	239288	-	CHH	0.5714285714285714
Chr1	239300	-	CHH	0.625
Chr1	239305	-	CHH	0.5
Chr1	239317	+	CHH	0.2857142857142857
Chr1	240226	-	CHH	0.2
Chr1	240715	-	CHH	0.11764705882352941
Chr1	243768	-	CHH	0.16666666666666666
Chr1	248362	-	CHH	0.14285714285714285
Chr1	248429	-	CHH	0.125
Chr1	248933	+	CHH	0.25
Chr1	249343	+	CHH	0.2
Chr1	250392	-	CHH	0.125
Chr1	251281	+	CHH	0.15384615384615385
Chr1	252461	+	CHH	0.08695652173913043
Chr1	252482	+	CHH	0.15384615384615385
Chr1	252509	+	CHH	0.08
Chr1	254321	-	CHH	0.2857142857142857
Chr1	255579	-	CHH	0.1
Chr1	255876	+	CHH	0.15384615384615385
Chr1	255901	+	CHH	0.25
Chr1	255917	-	CHH	0.14285714285714285
Chr1	255932	-	CHH	0.1111111111111111
Chr1	256004	-	CHH	0.14285714285714285
Chr1	256026	-	CHH	0.1111111111111111
Chr1	256037	+	CHH	0.125
Chr1	256050	+	CHH	0.3125
Chr1	256061	-	CHH	0.13333333333333333
Chr1	256077	+	CHH	0.17647058823529413
Chr1	256093	-	CHH	0.26666666666666666
Chr1	256135	+	CHH	0.15789473684210525
Chr1	256137	+	CHH	0.21052631578947367
Chr1	256152	+	CHH	0.13333333333333333
Chr1	256154	+	CHH	0.21428571428571427
Chr1	256187	-	CHH	0.2222222222222222
Chr1	256189	-	CHH	0.2777777777777778
Chr1	256192	+	CHH	0.18181818181818182
Chr1	256228	-	CHH	0.2777777777777778
Chr1	256243	-	CHH	0.2222222222222222
Chr1	256247	-	CHH	0.1111111111111111
Chr1	256254	-	CHH	0.17647058823529413
Chr1	256265	-	CHH	0.3333333333333333
Chr1	256331	-	CHH	0.10526315789473684
Chr1	256393	-	CHH	0.23529411764705882
Chr1	256435	-	CHH	0.18181818181818182
Chr1	256565	-	CHH	0.1875
Chr1	256575	-	CHH	0.13333333333333333
Chr1	256594	+	CHH	0.16666666666666666
Chr1	256595	+	CHH	0.2222222222222222
Chr1	256616	+	CHH	0.16666666666666666
Chr1	256622	+	CHH	0.1875
Chr1	256623	+	CHH	0.25
Chr1	256627	+	CHH	0.25
Chr1	256642	-	CHH	0.3
Chr1	256644	-	CHH	0.13636363636363635
Chr1	256645	-	CHH	0.22727272727272727
Chr1	256656	-	CHH	0.18181818181818182
Chr1	256659	-	CHH	0.18181818181818182
Chr1	257604	+	CHH	0.09523809523809523
Chr1	257669	+	CHH	0.11764705882352941
Chr1	257674	+	CHH	0.125
Chr1	257684	-	CHH	0.16666666666666666
Chr1	257688	-	CHH	0.21428571428571427
Chr1	257697	-	CHH	0.26666666666666666
Chr1	257705	+	CHH	0.26666666666666666
Chr1	257710	-	CHH	0.3333333333333333
Chr1	257711	-	CHH	0.4
Chr1	257712	-	CHH	0.2
Chr1	257721	-	CHH	0.5294117647058824
Chr1	257729	+	CHH	0.4
Chr1	257730	+	CHH	0.42857142857142855
Chr1	257731	+	CHH	0.5714285714285714
Chr1	257733	+	CHH	0.6923076923076923
Chr1	257736	+	CHH	0.3076923076923077
Chr1	257740	-	CHH	0.6470588235294118
Chr1	257741	-	CHH	0.75
Chr1	257742	+	CHH	0.3076923076923077
Chr1	257748	+	CHH	0.4166666666666667
Chr1	257749	+	CHH	0.5
Chr1	257759	+	CHH	0.36363636363636365
Chr1	257760	+	CHH	0.4
Chr1	257761	+	CHH	0.5
Chr1	257766	+	CHH	0.4444444444444444
Chr1	257770	-	CHH	0.5882352941176471
Chr1	257777	-	CHH	0.5714285714285714
Chr1	257783	+	CHH	0.25
Chr1	257794	+	CHH	0.3333333333333333
Chr1	257819	+	CHH	0.2
Chr1	257853	+	CHH	0.2222222222222222
Chr1	257854	+	CHH	0.3333333333333333
Chr1	257865	+	CHH	0.375
Chr1	257885	-	CHH	0.4444444444444444
Chr1	257888	+	CHH	0.7
Chr1	257894	+	CHH	0.2222222222222222
Chr1	257895	+	CHH	0.4444444444444444
Chr1	257897	+	CHH	0.2222222222222222
Chr1	257931	+	CHH	0.2222222222222222
Chr1	257944	+	CHH	0.375
Chr1	257950	-	CHH	0.2857142857142857
Chr1	257956	-	CHH	0.42857142857142855
Chr1	257961	-	CHH	0.42857142857142855
Chr1	257974	-	CHH	0.5
Chr1	257975	-	CHH	0.3333333333333333
Chr1	257982	-	CHH	0.6666666666666666
Chr1	258562	+	CHH	0.25
Chr1	258569	+	CHH	0.2222222222222222
Chr1	258598	+	CHH	0.5
Chr1	258599	+	CHH	0.6363636363636364
Chr1	258618	+	CHH	0.3333333333333333
Chr1	258627	+	CHH	0.3076923076923077
Chr1	258628	+	CHH	0.3076923076923077
Chr1	258629	+	CHH	0.3076923076923077
Chr1	258634	+	CHH	0.38461538461538464
Chr1	258641	-	CHH	0.5714285714285714
Chr1	258643	-	CHH	0.5714285714285714
Chr1	258646	-	CHH	0.625
Chr1	258650	-	CHH	0.75
Chr1	258652	-	CHH	0.5
Chr1	258657	-	CHH	0.625
Chr1	258659	-	CHH	0.625
Chr1	258666	+	CHH	0.8333333333333334
Chr1	258676	+	CHH	0.6666666666666666
Chr1	258685	+	CHH	0.6666666666666666
Chr1	258692	+	CHH	0.16666666666666666
Chr1	258700	-	CHH	0.16666666666666666
Chr1	258707	-	CHH	0.16666666666666666
Chr1	261844	-	CHH	0.13333333333333333
Chr1	265052	+	CHH	0.10526315789473684
Chr1	265753	+	CHH	0.25
Chr1	267446	+	CHH	0.15384615384615385
Chr1	268075	-	CHH	0.2
Chr1	271054	+	CHH	0.3333333333333333
Chr1	275171	-	CHH	0.2857142857142857
Chr1	285847	+	CHH	0.2857142857142857
Chr1	286553	+	CHH	0.15384615384615385
Chr1	286808	-	CHH	0.1111111111111111
Chr1	291195	+	CHH	0.18181818181818182
Chr1	291745	-	CHH	0.2
Chr1	291861	+	CHH	0.15384615384615385
Chr1	291880	+	CHH	0.6
Chr1	291884	-	CHH	0.5
Chr1	291891	+	CHH	0.5
Chr1	291898	-	CHH	0.5454545454545454
Chr1	291903	-	CHH	0.7
Chr1	291911	+	CHH	0.7
Chr1	291917	-	CHH	0.5555555555555556
Chr1	291920	-	CHH	0.5555555555555556
Chr1	291921	+	CHH	0.6666666666666666
Chr1	291931	-	CHH	0.4444444444444444
Chr1	291932	-	CHH	0.3333333333333333
Chr1	291933	+	CHH	0.25
Chr1	291948	+	CHH	0.2857142857142857
Chr1	292007	+	CHH	0.4
Chr1	292055	-	CHH	0.7142857142857143
Chr1	292062	-	CHH	0.2857142857142857
Chr1	292066	-	CHH	0.2857142857142857
Chr1	292072	-	CHH	0.3333333333333333
Chr1	292079	-	CHH	0.5
Chr1	292090	-	CHH	0.4
Chr1	292124	-	CHH	0.2
Chr1	292158	+	CHH	0.2
Chr1	292537	+	CHH	0.3333333333333333
Chr1	292551	+	CHH	0.2222222222222222
Chr1	292568	-	CHH	0.2857142857142857
Chr1	292742	+	CHH	0.125
Chr1	297436	+	CHH	0.2
Chr1	302884	+	CHH	0.16666666666666666
Chr1	309643	+	CHH	0.18181818181818182
Chr1	313479	+	CHH	0.2222222222222222
Chr1	321696	-	CHH	0.15384615384615385
Chr1	322451	-	CHH	0.1111111111111111
Chr1	340197	-	CHH	0.09090909090909091
Chr1	342568	+	CHH	0.16666666666666666
Chr1	344227	+	CHH	0.3333333333333333
Chr1	344252	+	CHH	0.25
Chr1	344676	+	CHH	0.1
Chr1	354978	-	CHH	0.3333333333333333
Chr1	355159	+	CHH	0.2
Chr1	356459	+	CHH	0.14285714285714285
Chr1	357450	+	CHH	0.125
Chr1	357805	-	CHH	0.1111111111111111
Chr1	361134	-	CHH	0.13333333333333333
Chr1	368585	-	CHH	0.09523809523809523
Chr1	368811	+	CHH	0.15384615384615385
Chr1	372415	+	CHH	0.15384615384615385
Chr1	372484	-	CHH	0.125
Chr1	372488	-	CHH	0.13333333333333333
Chr1	372490	-	CHH	0.13333333333333333
Chr1	372491	+	CHH	0.1875
Chr1	372494	-	CHH	0.14285714285714285
Chr1	372499	-	CHH	0.21428571428571427
Chr1	372503	+	CHH	0.15384615384615385
Chr1	372507	+	CHH	0.2
Chr1	372512	-	CHH	0.15384615384615385
Chr1	372528	+	CHH	0.3125
Chr1	372532	+	CHH	0.2
Chr1	372541	-	CHH	0.18181818181818182
Chr1	372542	-	CHH	0.18181818181818182
Chr1	372543	+	CHH	0.26666666666666666
Chr1	372546	+	CHH	0.35714285714285715
