Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_43	jgi.p|Botci1|43	Supercontig_1.1	-	88375	88930	2741.718262	2285.626709	2360.125732
gene_44	jgi.p|Botci1|44	Supercontig_1.1	-	89735	91771	30.109898	25.101044	25.919203
gene_45	jgi.p|Botci1|45	Supercontig_1.1	+	92341	95948	17.439386	14.538301	15.012172
gene_46	jgi.p|Botci1|46	Supercontig_1.1	-	97000	98979	4.058342	3.383227	3.493502
gene_47	jgi.p|Botci1|47	Supercontig_1.1	+	102576	104904	398.718109	332.390381	343.224518
gene_48	jgi.p|Botci1|48	Supercontig_1.1	+	105872	106891	22.193138	18.501255	19.104296
gene_49	jgi.p|Botci1|49	Supercontig_1.1	-	108063	109629	1.683099	1.403111	1.448845
gene_50	jgi.p|Botci1|50	Supercontig_1.1	+	110519	112904	3.110872	2.593371	2.677901
gene_51	jgi.p|Botci1|51	Supercontig_1.1	-	113191	114319	36.150867	30.137081	31.119389
gene_52	jgi.p|Botci1|52	Supercontig_1.1	-	117177	122424	7.008404	5.842539	6.032974
gene_53	jgi.p|Botci1|53	Supercontig_1.1	+	122915	123552	9.635969	8.033002	8.294834
gene_54	jgi.p|Botci1|54	Supercontig_1.1	+	124091	124429	12.386431	10.325918	10.662487
gene_55	jgi.p|Botci1|55	Supercontig_1.1	-	124981	126697	67.424026	56.207874	58.039944
gene_56	jgi.p|Botci1|56	Supercontig_1.1	-	128334	129624	32.806480	27.349043	28.240473
gene_57	jgi.p|Botci1|57	Supercontig_1.1	-	130078	133270	41.313038	34.440514	35.563087
gene_58	jgi.p|Botci1|58	Supercontig_1.1	-	134799	135740	101.630432	84.723976	87.485512
gene_59	jgi.p|Botci1|59	Supercontig_1.1	+	137623	139639	2.013923	1.678902	1.733625
gene_60	jgi.p|Botci1|60	Supercontig_1.1	+	140600	141312	82.237587	68.557167	70.791756
gene_61	jgi.p|Botci1|61	Supercontig_1.1	+	142308	143214	217.343613	181.187973	187.093719
gene_62	jgi.p|Botci1|62	Supercontig_1.1	-	144153	145573	9.612809	8.013695	8.274898
gene_63	jgi.p|Botci1|63	Supercontig_1.1	+	145996	147041	58.048428	48.391930	49.969246
gene_64	jgi.p|Botci1|64	Supercontig_1.1	-	147437	148186	50.490665	42.091423	43.463371
gene_65	jgi.p|Botci1|65	Supercontig_1.1	+	151446	151550	0.000000	0.000000	0.000000
gene_66	jgi.p|Botci1|66	Supercontig_1.1	+	152589	152912	67.101845	55.939289	57.762608
gene_67	jgi.p|Botci1|67	Supercontig_1.1	-	153436	153741	0.000000	0.000000	0.000000
gene_68	jgi.p|Botci1|68	Supercontig_1.1	-	154242	156597	10.702850	8.922405	9.213227
gene_69	jgi.p|Botci1|69	Supercontig_1.1	+	158031	158135	6.000000	5.001885	5.164920
gene_70	jgi.p|Botci1|70	Supercontig_1.1	+	158709	160934	75.036217	62.553764	64.592682
gene_71	jgi.p|Botci1|71	Supercontig_1.1	-	161308	162411	38.511776	32.105247	33.151707
gene_72	jgi.p|Botci1|72	Supercontig_1.1	+	162682	163470	249.131577	207.687958	214.457443
gene_73	jgi.p|Botci1|73	Supercontig_1.1	-	163761	164816	81.173058	67.669724	69.875389
gene_74	jgi.p|Botci1|74	Supercontig_1.1	-	166444	169463	5.126609	4.273785	4.413087
gene_75	jgi.p|Botci1|75	Supercontig_1.1	-	170576	171507	2.597795	2.165646	2.236234
gene_76	jgi.p|Botci1|76	Supercontig_1.1	+	172493	173672	1.693536	1.411812	1.457830
gene_77	jgi.p|Botci1|77	Supercontig_1.1	+	175430	177592	31.775312	26.489412	27.352823
gene_78	jgi.p|Botci1|78	Supercontig_1.1	+	178221	179744	17.462864	14.557874	15.032382
gene_79	jgi.p|Botci1|79	Supercontig_1.1	-	181510	182277	2316.571533	1931.204224	1994.151123
gene_80	jgi.p|Botci1|80	Supercontig_1.1	+	184227	186360	11.083724	9.239920	9.541091
gene_81	jgi.p|Botci1|81	Supercontig_1.1	-	186838	188788	572.539307	477.296021	492.853271
gene_82	jgi.p|Botci1|82	Supercontig_1.1	+	190014	190871	71.116005	59.285686	61.218079
gene_83	jgi.p|Botci1|83	Supercontig_1.1	-	191736	193588	34.611183	28.853529	29.793999
gene_84	jgi.p|Botci1|84	Supercontig_1.1	-	193936	194825	23.314087	19.435732	20.069231
gene_85	jgi.p|Botci1|85	Supercontig_1.1	+	195132	196425	29.355433	24.472084	25.269741
gene_86	jgi.p|Botci1|86	Supercontig_1.1	-	196712	197781	29.290070	24.417595	25.213476
gene_87	jgi.p|Botci1|87	Supercontig_1.1	+	198492	199410	68.425835	57.043030	58.902321
gene_88	jgi.p|Botci1|88	Supercontig_1.1	-	199819	202734	181.662704	151.442673	156.378876
gene_89	jgi.p|Botci1|89	Supercontig_1.1	-	204515	205045	4.553688	3.796171	3.919905
gene_90	jgi.p|Botci1|90	Supercontig_1.1	+	205940	206080	11.695036	9.749538	10.067321
gene_91	jgi.p|Botci1|91	Supercontig_1.1	-	209098	210610	18.735661	15.618938	16.128031
gene_92	jgi.p|Botci1|92	Supercontig_1.1	+	213975	216176	83.102745	69.278404	71.536499
gene_93	jgi.p|Botci1|93	Supercontig_1.1	-	216852	218043	16.765432	13.976462	14.432018
gene_94	jgi.p|Botci1|94	Supercontig_1.1	-	218373	218811	5.810469	4.843884	5.001768
gene_95	jgi.p|Botci1|95	Supercontig_1.1	+	220990	228147	79.786324	66.513672	68.681656
gene_96	jgi.p|Botci1|96	Supercontig_1.1	+	229744	231333	118.922821	99.139717	102.371132
gene_97	jgi.p|Botci1|97	Supercontig_1.1	-	232443	233222	6.276923	5.232742	5.403301
gene_98	jgi.p|Botci1|98	Supercontig_1.1	+	237205	238068	32.871529	27.403271	28.296467
gene_99	jgi.p|Botci1|99	Supercontig_1.1	-	238802	240058	9.153762	7.631011	7.879741
gene_100	jgi.p|Botci1|100	Supercontig_1.1	-	240477	240746	0.000000	0.000000	0.000000
gene_101	jgi.p|Botci1|101	Supercontig_1.1	-	241823	243489	0.513854	0.428373	0.442336
gene_102	jgi.p|Botci1|102	Supercontig_1.1	-	244588	246186	0.265791	0.221576	0.228798
gene_103	jgi.p|Botci1|103	Supercontig_1.1	+	246691	252057	1.145305	0.954781	0.985901
gene_104	jgi.p|Botci1|104	Supercontig_1.1	-	253486	254772	0.209013	0.174243	0.179923
gene_105	jgi.p|Botci1|105	Supercontig_1.1	-	255302	256845	0.000000	0.000000	0.000000
gene_106	jgi.p|Botci1|106	Supercontig_1.1	+	260210	260518	0.000000	0.000000	0.000000
gene_107	jgi.p|Botci1|107	Supercontig_1.1	+	261858	262093	0.000000	0.000000	0.000000
gene_108	jgi.p|Botci1|108	Supercontig_1.1	-	262364	263215	16.124413	13.442078	13.880217
gene_109	jgi.p|Botci1|109	Supercontig_1.1	-	265194	265559	0.000000	0.000000	0.000000
gene_110	jgi.p|Botci1|110	Supercontig_1.1	+	266147	267714	38.891747	32.422009	33.478794
gene_111	jgi.p|Botci1|111	Supercontig_1.1	+	268227	269192	53.531986	44.626812	46.081402
gene_112	jgi.p|Botci1|112	Supercontig_1.1	+	269838	270164	2.134557	1.779468	1.837469
gene_113	jgi.p|Botci1|113	Supercontig_1.1	+	273642	274368	3.475755	2.897555	2.991999
gene_114	jgi.p|Botci1|114	Supercontig_1.1	-	277794	278230	0.000000	0.000000	0.000000
gene_115	jgi.p|Botci1|115	Supercontig_1.1	-	279629	279907	0.978495	0.815720	0.842308
gene_116	jgi.p|Botci1|116	Supercontig_1.1	+	281023	281449	0.000000	0.000000	0.000000
gene_117	jgi.p|Botci1|117	Supercontig_1.1	+	282517	283449	837.584473	698.250244	721.009399
gene_118	jgi.p|Botci1|118	Supercontig_1.1	+	285113	286151	10.786146	8.991845	9.284929
gene_119	jgi.p|Botci1|119	Supercontig_1.1	-	287711	288409	6.834517	5.697579	5.883289
gene_120	jgi.p|Botci1|120	Supercontig_1.1	-	291265	292748	140.784897	117.364983	121.190445
gene_121	jgi.p|Botci1|121	Supercontig_1.1	-	293732	295496	901.721191	751.717712	776.219666
gene_122	jgi.p|Botci1|122	Supercontig_1.1	+	295854	298100	18.618158	15.520983	16.026882
gene_123	jgi.p|Botci1|123	Supercontig_1.1	-	298432	299421	15.081851	12.572948	12.982759
gene_124	jgi.p|Botci1|124	Supercontig_1.1	-	300105	300902	45.439255	37.880325	39.115017
gene_125	jgi.p|Botci1|125	Supercontig_1.1	+	301860	302936	6.844012	5.705494	5.891462
gene_126	jgi.p|Botci1|126	Supercontig_1.1	+	305008	305172	1.448485	1.207526	1.246885
gene_127	jgi.p|Botci1|127	Supercontig_1.1	+	306625	309707	65.776199	54.834167	56.621464
gene_128	jgi.p|Botci1|128	Supercontig_1.1	+	310495	311324	0.000000	0.000000	0.000000
gene_129	jgi.p|Botci1|129	Supercontig_1.1	-	316380	318341	44.867477	37.403664	38.622818
gene_130	jgi.p|Botci1|130	Supercontig_1.1	+	319345	320001	38.726028	32.283859	33.336136
gene_131	jgi.p|Botci1|131	Supercontig_1.1	-	321222	321607	2.210829	1.843052	1.903126
gene_132	jgi.p|Botci1|132	Supercontig_1.1	-	325373	325594	9.806306	8.175003	8.441463
gene_133	jgi.p|Botci1|133	Supercontig_1.1	-	326699	327331	9.778950	8.152198	8.417915
gene_134	jgi.p|Botci1|134	Supercontig_1.1	+	327679	328310	1.414600	1.179278	1.217716
gene_135	jgi.p|Botci1|135	Supercontig_1.1	+	330620	330832	0.000000	0.000000	0.000000
gene_136	jgi.p|Botci1|136	Supercontig_1.1	-	332085	334821	104.627235	87.222229	90.065201
gene_137	jgi.p|Botci1|137	Supercontig_1.1	-	336015	338200	1.521505	1.268399	1.309742
gene_138	jgi.p|Botci1|138	Supercontig_1.1	+	338358	339475	0.247010	0.205919	0.212631
gene_139	jgi.p|Botci1|139	Supercontig_1.1	-	340693	341260	0.000000	0.000000	0.000000
gene_140	jgi.p|Botci1|140	Supercontig_1.1	-	342391	344485	1.239113	1.032984	1.066653
gene_141	jgi.p|Botci1|141	Supercontig_1.1	-	345151	345915	191.149200	159.351059	164.545044
gene_142	jgi.p|Botci1|142	Supercontig_1.1	+	346356	347510	400.391571	333.785461	344.665070
gene_143	jgi.p|Botci1|143	Supercontig_1.1	-	347962	348748	101.462402	84.583885	87.340858
gene_144	jgi.p|Botci1|144	Supercontig_1.1	-	349897	350565	46.416710	38.695179	39.956429
gene_145	jgi.p|Botci1|145	Supercontig_1.1	+	351134	351256	36.284554	30.248531	31.234467
gene_146	jgi.p|Botci1|146	Supercontig_1.1	+	351836	352012	57.102661	47.603489	49.155106
gene_147	jgi.p|Botci1|147	Supercontig_1.1	-	355015	355467	0.000000	0.000000	0.000000
gene_148	jgi.p|Botci1|148	Supercontig_1.1	+	356106	356483	41.593750	34.674530	35.804733
gene_149	jgi.p|Botci1|149	Supercontig_1.1	-	357705	359057	35.144863	29.298429	30.253401
gene_150	jgi.p|Botci1|150	Supercontig_1.1	-	359885	360334	11.326666	9.442448	9.750220
gene_151	jgi.p|Botci1|151	Supercontig_1.1	+	361141	362220	943.921387	786.897766	812.546387
gene_152	jgi.p|Botci1|152	Supercontig_1.1	+	363308	364413	394.481384	328.858429	339.577454
gene_153	jgi.p|Botci1|153	Supercontig_1.1	+	365497	366611	99.896454	83.278435	85.992867
gene_154	jgi.p|Botci1|154	Supercontig_1.1	+	366993	367626	0.000000	0.000000	0.000000
gene_155	jgi.p|Botci1|155	Supercontig_1.1	+	369406	369764	1.319323	1.099850	1.135700
gene_156	jgi.p|Botci1|156	Supercontig_1.1	+	370739	372577	5.669878	4.726680	4.880744
gene_157	jgi.p|Botci1|157	Supercontig_1.1	-	372872	373512	79.569351	66.332802	68.494888
gene_158	jgi.p|Botci1|158	Supercontig_1.1	+	373893	374869	72.416939	60.370201	62.337944
gene_159	jgi.p|Botci1|159	Supercontig_1.1	-	375359	377246	74.433975	62.051704	64.074249
gene_160	jgi.p|Botci1|160	Supercontig_1.1	+	378307	381194	15.733131	13.115887	13.543393
gene_161	jgi.p|Botci1|161	Supercontig_1.1	+	382437	383856	0.898893	0.749360	0.773785
gene_162	jgi.p|Botci1|162	Supercontig_1.1	-	384119	385383	27.022455	22.527205	23.261469
gene_163	jgi.p|Botci1|163	Supercontig_1.1	+	385893	386366	36.641350	30.545973	31.541603
gene_164	jgi.p|Botci1|164	Supercontig_1.1	+	387260	388324	29.650703	24.718237	25.523918
gene_165	jgi.p|Botci1|165	Supercontig_1.1	-	388885	390909	5.481830	4.569914	4.718869
gene_166	jgi.p|Botci1|166	Supercontig_1.1	-	391963	394722	16.998146	14.170464	14.632343
gene_167	jgi.p|Botci1|167	Supercontig_1.1	+	395272	395955	109.945892	91.656128	94.643623
gene_168	jgi.p|Botci1|168	Supercontig_1.1	-	396375	397192	383.896027	320.033997	330.465363
gene_169	jgi.p|Botci1|169	Supercontig_1.1	-	397703	400955	34.017529	28.358629	29.282967
gene_170	jgi.p|Botci1|170	Supercontig_1.1	+	402739	403752	13.337278	11.118589	11.480995
gene_171	jgi.p|Botci1|171	Supercontig_1.1	+	404139	404375	19.675106	16.402103	16.936724
gene_172	jgi.p|Botci1|172	Supercontig_1.1	+	405804	408366	33.277073	27.741352	28.645567
gene_173	jgi.p|Botci1|173	Supercontig_1.1	-	408736	409910	13.146739	10.959746	11.316976
gene_174	jgi.p|Botci1|174	Supercontig_1.1	-	415406	416605	204.236618	170.261383	175.810974
gene_175	jgi.p|Botci1|175	Supercontig_1.1	+	417960	419185	6.676575	5.565911	5.747329
gene_176	jgi.p|Botci1|176	Supercontig_1.1	-	420926	421676	6.070262	5.060459	5.225403
gene_177	jgi.p|Botci1|177	Supercontig_1.1	+	423226	423865	0.816162	0.680391	0.702569
gene_178	jgi.p|Botci1|178	Supercontig_1.1	-	424967	425382	0.684875	0.570944	0.589554
gene_179	jgi.p|Botci1|179	Supercontig_1.1	-	426120	426317	1.207071	1.006272	1.039071
gene_180	jgi.p|Botci1|180	Supercontig_1.1	+	427785	433020	11.238812	9.369209	9.674594
gene_181	jgi.p|Botci1|181	Supercontig_1.1	+	433654	434167	47.005627	39.186127	40.463383
gene_182	jgi.p|Botci1|182	Supercontig_1.1	+	434736	455334	88.360298	73.661346	76.062309
gene_183	jgi.p|Botci1|183	Supercontig_1.1	-	456869	458474	0.937970	0.781936	0.807423
gene_184	jgi.p|Botci1|184	Supercontig_1.1	+	459318	460421	0.163043	0.135920	0.140351
gene_185	jgi.p|Botci1|185	Supercontig_1.1	+	462490	463260	0.116732	0.097313	0.100485
gene_186	jgi.p|Botci1|186	Supercontig_1.1	-	464751	465381	10.098245	8.418377	8.692771
gene_187	jgi.p|Botci1|187	Supercontig_1.1	+	466334	466996	12.835596	10.700364	11.049137
gene_188	jgi.p|Botci1|188	Supercontig_1.1	-	467299	469613	133.332443	111.152267	114.775223
gene_189	jgi.p|Botci1|189	Supercontig_1.1	+	471452	472630	52.037319	43.380787	44.794762
gene_190	jgi.p|Botci1|190	Supercontig_1.1	-	473145	474868	78.761330	65.659187	67.799324
gene_191	jgi.p|Botci1|191	Supercontig_1.1	+	477579	480613	18.139032	15.121559	15.614441
gene_192	jgi.p|Botci1|192	Supercontig_1.1	-	481153	482320	1.676363	1.397496	1.443047
gene_193	jgi.p|Botci1|193	Supercontig_1.1	+	483513	484304	1.619949	1.350466	1.394484
gene_194	jgi.p|Botci1|194	Supercontig_1.1	+	484975	486341	2.946698	2.456508	2.536577
gene_195	jgi.p|Botci1|195	Supercontig_1.1	-	486696	488867	15.360037	12.804857	13.222226
gene_196	jgi.p|Botci1|196	Supercontig_1.1	-	489998	490114	8.982906	7.488578	7.732665
gene_197	jgi.p|Botci1|197	Supercontig_1.1	+	491521	493267	327.850403	273.311676	282.220154
gene_198	jgi.p|Botci1|198	Supercontig_1.1	-	493865	495687	143.627518	119.734734	123.637436
gene_361	jgi.p|Botci1|361	Supercontig_1.1	+	881836	882357	0.411877	0.343360	0.354552
gene_362	jgi.p|Botci1|362	Supercontig_1.1	+	883284	883682	32.639099	27.209505	28.096388
gene_358	jgi.p|Botci1|358	Supercontig_1.1	-	876920	877039	3.708333	3.091443	3.192207
gene_359	jgi.p|Botci1|359	Supercontig_1.1	+	877581	879212	36.470589	30.403616	31.394609
gene_360	jgi.p|Botci1|360	Supercontig_1.1	+	879928	880892	13.645782	11.375773	11.746561
gene_363	jgi.p|Botci1|363	Supercontig_1.1	-	884488	885620	10.641026	8.870866	9.160007
gene_364	jgi.p|Botci1|364	Supercontig_1.1	-	886416	887434	61.593369	51.347160	53.020802
gene_365	jgi.p|Botci1|365	Supercontig_1.1	+	891317	893275	0.783969	0.653554	0.674856
gene_366	jgi.p|Botci1|366	Supercontig_1.1	+	894412	896769	10.019860	8.353032	8.625296
gene_368	jgi.p|Botci1|368	Supercontig_1.1	+	905398	907229	13.672401	11.397964	11.769476
gene_369	jgi.p|Botci1|369	Supercontig_1.1	-	908015	910082	64.581413	53.838139	55.592968
gene_370	jgi.p|Botci1|370	Supercontig_1.1	-	910843	911184	25.627563	21.364357	22.060719
gene_372	jgi.p|Botci1|372	Supercontig_1.1	+	921208	921468	0.601533	0.501467	0.517812
gene_371	jgi.p|Botci1|371	Supercontig_1.1	+	912765	916980	38.259068	31.894579	32.934170
gene_373	jgi.p|Botci1|373	Supercontig_1.1	+	923179	927525	88.105003	73.448517	75.842545
gene_201	jgi.p|Botci1|201	Supercontig_1.1	-	503916	505259	42.703789	35.599911	36.760273
gene_202	jgi.p|Botci1|202	Supercontig_1.1	+	505601	506093	20.725622	17.277864	17.841028
gene_203	jgi.p|Botci1|203	Supercontig_1.1	-	507502	507972	5.341826	4.453200	4.598351
gene_204	jgi.p|Botci1|204	Supercontig_1.1	+	508639	508791	0.000000	0.000000	0.000000
gene_205	jgi.p|Botci1|205	Supercontig_1.1	+	509170	510464	184.051895	153.434418	158.435532
gene_206	jgi.p|Botci1|206	Supercontig_1.1	-	511236	512152	42.123718	35.116333	36.260937
gene_207	jgi.p|Botci1|207	Supercontig_1.1	+	512473	513309	45.112137	37.607624	38.833427
gene_208	jgi.p|Botci1|208	Supercontig_1.1	-	513694	513804	39.378380	32.827690	33.897694
gene_209	jgi.p|Botci1|209	Supercontig_1.1	-	514277	515193	52.976379	44.163628	45.603127
gene_210	jgi.p|Botci1|210	Supercontig_1.1	+	515514	515990	5.486817	4.574071	4.723162
gene_211	jgi.p|Botci1|211	Supercontig_1.1	+	517008	518255	119.752487	99.831367	103.085327
gene_212	jgi.p|Botci1|212	Supercontig_1.1	-	519650	520504	226.884186	189.141464	195.306458
gene_213	jgi.p|Botci1|213	Supercontig_1.1	+	522578	524062	0.265761	0.221551	0.228772
gene_214	jgi.p|Botci1|214	Supercontig_1.1	-	525132	525767	0.000000	0.000000	0.000000
gene_215	jgi.p|Botci1|215	Supercontig_1.1	-	526876	528327	18.287752	15.245540	15.742462
gene_216	jgi.p|Botci1|216	Supercontig_1.1	-	529519	530513	0.385852	0.321665	0.332149
gene_217	jgi.p|Botci1|217	Supercontig_1.1	+	532827	533012	0.000000	0.000000	0.000000
gene_218	jgi.p|Botci1|218	Supercontig_1.1	-	535113	535325	1.328639	1.107617	1.143719
gene_219	jgi.p|Botci1|219	Supercontig_1.1	-	536518	536862	109.344925	91.155128	94.126297
gene_220	jgi.p|Botci1|220	Supercontig_1.1	+	537536	538810	0.770143	0.642028	0.662954
gene_221	jgi.p|Botci1|221	Supercontig_1.1	-	542720	542917	1.540404	1.284154	1.326010
gene_222	jgi.p|Botci1|222	Supercontig_1.1	+	543203	544400	1.934161	1.612409	1.664964
gene_223	jgi.p|Botci1|223	Supercontig_1.1	-	544862	546585	0.000000	0.000000	0.000000
gene_224	jgi.p|Botci1|224	Supercontig_1.1	+	549669	550339	0.000000	0.000000	0.000000
gene_225	jgi.p|Botci1|225	Supercontig_1.1	+	552194	553492	0.890685	0.742517	0.766719
gene_226	jgi.p|Botci1|226	Supercontig_1.1	-	554942	555751	127.867470	106.596405	110.070869
gene_227	jgi.p|Botci1|227	Supercontig_1.1	-	556855	557193	3.197640	2.665705	2.752592
gene_228	jgi.p|Botci1|228	Supercontig_1.1	+	557496	557735	0.000000	0.000000	0.000000
gene_229	jgi.p|Botci1|229	Supercontig_1.1	-	558313	559614	1.624788	1.354501	1.398650
gene_230	jgi.p|Botci1|230	Supercontig_1.1	+	560295	560682	0.000000	0.000000	0.000000
gene_231	jgi.p|Botci1|231	Supercontig_1.1	-	564626	566932	25.867464	21.564348	22.267229
gene_232	jgi.p|Botci1|232	Supercontig_1.1	-	568660	570617	13.538184	11.286075	11.653939
gene_233	jgi.p|Botci1|233	Supercontig_1.1	-	571194	571821	3.617184	3.015457	3.113744
gene_234	jgi.p|Botci1|234	Supercontig_1.1	+	572225	573175	80.415352	67.038063	69.223137
gene_235	jgi.p|Botci1|235	Supercontig_1.1	-	573735	576019	34.728527	28.951351	29.895010
gene_236	jgi.p|Botci1|236	Supercontig_1.1	+	577192	580342	20.240410	16.873369	17.423349
gene_237	jgi.p|Botci1|237	Supercontig_1.1	+	582274	584121	3.766730	3.140126	3.242477
gene_238	jgi.p|Botci1|238	Supercontig_1.1	-	584984	586856	4.744849	3.955532	4.084461
gene_239	jgi.p|Botci1|239	Supercontig_1.1	+	587660	590913	8.724532	7.273185	7.510251
gene_240	jgi.p|Botci1|240	Supercontig_1.1	-	591266	593918	16.545612	13.793210	14.242793
gene_241	jgi.p|Botci1|241	Supercontig_1.1	-	594934	595134	0.000000	0.000000	0.000000
gene_242	jgi.p|Botci1|242	Supercontig_1.1	-	596015	597027	0.000000	0.000000	0.000000
gene_243	jgi.p|Botci1|243	Supercontig_1.1	+	597327	601108	0.970804	0.809308	0.835687
gene_244	jgi.p|Botci1|244	Supercontig_1.1	+	603067	605594	9.939509	8.286048	8.556128
gene_245	jgi.p|Botci1|245	Supercontig_1.1	-	606366	607023	1.289377	1.074886	1.109921
gene_246	jgi.p|Botci1|246	Supercontig_1.1	-	607288	607733	0.000000	0.000000	0.000000
gene_247	jgi.p|Botci1|247	Supercontig_1.1	-	610346	611792	61.969555	51.660774	53.344635
gene_248	jgi.p|Botci1|248	Supercontig_1.1	-	616095	616621	36.088097	30.084753	31.065353
gene_249	jgi.p|Botci1|249	Supercontig_1.1	-	617089	617479	15.439222	12.870871	13.290390
gene_250	jgi.p|Botci1|250	Supercontig_1.1	+	618162	619170	54.053692	45.061729	46.530499
gene_251	jgi.p|Botci1|251	Supercontig_1.1	+	621370	623195	1.047538	0.873278	0.901742
gene_252	jgi.p|Botci1|252	Supercontig_1.1	-	624046	624162	0.000000	0.000000	0.000000
gene_253	jgi.p|Botci1|253	Supercontig_1.1	-	625318	625685	0.000000	0.000000	0.000000
gene_254	jgi.p|Botci1|254	Supercontig_1.1	+	626245	627104	0.000000	0.000000	0.000000
gene_255	jgi.p|Botci1|255	Supercontig_1.1	+	627595	628432	6.938208	5.784020	5.972548
gene_256	jgi.p|Botci1|256	Supercontig_1.1	-	629972	631650	22.634192	18.868938	19.483965
gene_257	jgi.p|Botci1|257	Supercontig_1.1	+	632602	633224	0.000000	0.000000	0.000000
gene_258	jgi.p|Botci1|258	Supercontig_1.1	-	634216	634541	0.000000	0.000000	0.000000
gene_259	jgi.p|Botci1|259	Supercontig_1.1	+	635683	636615	0.000000	0.000000	0.000000
