chr	pos	str	con	per_site_wei
Chr1	432358	+	CG	0.7777777777777778
Chr1	432365	+	CG	0.7777777777777778
Chr1	433462	-	CG	0.8333333333333334
Chr1	433504	-	CG	0.8571428571428571
Chr1	433510	-	CG	0.8571428571428571
Chr1	433553	-	CG	0.875
Chr1	433572	-	CG	0.8333333333333334
Chr1	433590	-	CG	0.8
Chr1	433688	+	CG	0.8571428571428571
Chr1	433693	+	CG	1.0
Chr1	433696	+	CG	1.0
Chr1	433733	+	CG	0.8888888888888888
Chr1	433748	+	CG	0.875
Chr1	433769	+	CG	0.875
Chr1	447344	+	CG	0.2
Chr1	447418	+	CG	0.8181818181818182
Chr1	447419	-	CG	1.0
Chr1	447440	+	CG	1.0
Chr1	447441	-	CG	0.7857142857142857
Chr1	447486	+	CG	0.7272727272727273
Chr1	447487	-	CG	0.8571428571428571
Chr1	447620	+	CG	1.0
Chr1	447621	-	CG	0.5555555555555556
Chr1	447622	+	CG	0.2222222222222222
Chr1	447623	-	CG	0.5555555555555556
Chr1	447648	-	CG	0.2222222222222222
Chr1	499387	+	CG	0.5555555555555556
Chr1	499388	-	CG	0.8571428571428571
Chr1	499389	+	CG	0.7777777777777778
Chr1	499390	-	CG	0.5714285714285714
Chr1	499397	+	CG	0.75
Chr1	499398	-	CG	0.8571428571428571
Chr1	499399	+	CG	0.625
Chr1	499400	-	CG	0.8333333333333334
Chr1	499404	+	CG	0.7142857142857143
Chr1	499405	-	CG	0.5
Chr1	499640	+	CG	1.0
Chr1	499641	-	CG	0.8571428571428571
Chr1	499660	+	CG	1.0
Chr1	499661	-	CG	0.8333333333333334
Chr1	499903	-	CG	0.75
Chr1	499951	+	CG	1.0
Chr1	499952	-	CG	0.7272727272727273
Chr1	500112	-	CG	0.8
Chr1	500417	+	CG	0.6
Chr1	500418	-	CG	0.8181818181818182
Chr1	500469	-	CG	0.875
Chr1	500837	+	CG	1.0
Chr1	500877	+	CG	1.0
Chr1	500878	-	CG	0.8333333333333334
Chr1	500915	+	CG	0.8571428571428571
Chr1	500916	-	CG	0.8571428571428571
Chr1	500979	+	CG	0.9230769230769231
Chr1	500980	-	CG	0.7777777777777778
Chr1	501105	-	CG	0.36363636363636365
Chr1	512742	-	CG	0.9166666666666666
Chr1	512761	-	CG	0.9090909090909091
Chr1	512811	-	CG	1.0
Chr1	512819	-	CG	1.0
Chr1	512828	-	CG	1.0
Chr1	512867	-	CG	1.0
Chr1	512886	-	CG	0.8571428571428571
Chr1	512900	-	CG	1.0
Chr1	512906	-	CG	1.0
Chr1	512943	-	CG	1.0
Chr1	512961	+	CG	1.0
Chr1	512962	-	CG	0.8571428571428571
Chr1	512969	+	CG	1.0
Chr1	512970	-	CG	1.0
Chr1	512978	+	CG	1.0
Chr1	512979	-	CG	1.0
Chr1	512986	+	CG	1.0
Chr1	512987	-	CG	1.0
Chr1	513016	+	CG	0.9166666666666666
Chr1	513017	-	CG	1.0
Chr1	513066	+	CG	0.9166666666666666
Chr1	513067	-	CG	1.0
Chr1	513085	+	CG	0.8333333333333334
Chr1	513086	-	CG	0.5
Chr1	531975	+	CG	0.42857142857142855
Chr1	531976	-	CG	0.6
Chr1	531979	+	CG	1.0
Chr1	531980	-	CG	1.0
Chr1	531991	+	CG	0.3333333333333333
Chr1	540449	+	CG	0.9090909090909091
Chr1	540450	-	CG	1.0
Chr1	540457	+	CG	1.0
Chr1	540458	-	CG	1.0
Chr1	540459	+	CG	1.0
Chr1	540460	-	CG	1.0
Chr1	540561	+	CG	1.0
Chr1	540575	+	CG	1.0
Chr1	540696	+	CG	1.0
Chr1	540697	-	CG	0.9
Chr1	540714	+	CG	0.8
Chr1	540715	-	CG	1.0
Chr1	540814	+	CG	1.0
Chr1	540870	+	CG	1.0
Chr1	540925	+	CG	0.8333333333333334
Chr1	540926	-	CG	1.0
Chr1	548479	+	CG	0.42857142857142855
Chr1	549580	+	CG	0.6428571428571429
Chr1	549581	-	CG	0.625
Chr1	549632	+	CG	0.9411764705882353
Chr1	549633	-	CG	1.0
Chr1	549634	+	CG	0.8823529411764706
Chr1	549635	-	CG	0.8333333333333334
Chr1	549638	+	CG	0.8888888888888888
Chr1	549639	-	CG	0.8333333333333334
Chr1	549705	+	CG	0.9333333333333333
Chr1	549717	+	CG	0.9230769230769231
Chr1	549728	+	CG	0.9090909090909091
Chr1	549742	+	CG	0.7777777777777778
Chr1	549768	+	CG	1.0
Chr1	549900	+	CG	1.0
Chr1	549912	+	CG	0.8
Chr1	550082	+	CG	0.8571428571428571
Chr1	550094	+	CG	0.8571428571428571
Chr1	550105	+	CG	1.0
Chr1	550446	+	CG	0.4
Chr1	550628	+	CG	0.8
Chr1	550640	+	CG	0.8333333333333334
Chr1	550681	+	CG	0.8333333333333334
Chr1	550682	-	CG	1.0
Chr1	550800	+	CG	1.0
Chr1	550812	+	CG	1.0
Chr1	550823	+	CG	1.0
Chr1	550853	+	CG	0.6
Chr1	550854	-	CG	1.0
Chr1	561421	+	CG	0.9166666666666666
Chr1	561422	-	CG	1.0
Chr1	587438	+	CG	0.6363636363636364
Chr1	587439	-	CG	1.0
Chr1	587459	+	CG	0.4
Chr1	587460	-	CG	1.0
Chr1	587593	+	CG	1.0
Chr1	587594	-	CG	0.875
Chr1	587607	+	CG	0.8333333333333334
Chr1	587608	-	CG	1.0
Chr1	587612	+	CG	1.0
Chr1	587613	-	CG	1.0
Chr1	587620	+	CG	1.0
Chr1	587621	-	CG	1.0
Chr1	587854	+	CG	1.0
Chr1	587855	-	CG	1.0
Chr1	588007	+	CG	0.875
Chr1	588008	-	CG	0.8
Chr1	588033	+	CG	0.4
Chr1	588034	-	CG	0.6666666666666666
Chr1	588875	+	CG	0.2222222222222222
Chr1	602096	+	CG	0.18181818181818182
Chr1	634221	+	CG	0.4
Chr1	634222	-	CG	0.45454545454545453
Chr1	639270	+	CG	0.7272727272727273
Chr1	639271	-	CG	1.0
Chr1	639748	+	CG	1.0
Chr1	639749	-	CG	1.0
Chr1	639754	+	CG	0.8571428571428571
Chr1	639755	-	CG	0.8571428571428571
Chr1	639773	+	CG	0.6666666666666666
Chr1	639774	-	CG	1.0
Chr1	640341	-	CG	1.0
Chr1	640347	-	CG	0.8571428571428571
Chr1	640350	-	CG	1.0
Chr1	640366	-	CG	0.6666666666666666
Chr1	640542	+	CG	0.8333333333333334
Chr1	640543	-	CG	0.8571428571428571
Chr1	640548	+	CG	1.0
Chr1	640549	-	CG	0.75
Chr1	640551	+	CG	1.0
Chr1	640552	-	CG	1.0
Chr1	640567	+	CG	0.7142857142857143
Chr1	640568	-	CG	0.5
Chr1	640727	+	CG	1.0
Chr1	640728	-	CG	0.8333333333333334
Chr1	640733	+	CG	1.0
Chr1	640734	-	CG	0.5714285714285714
Chr1	640736	+	CG	1.0
Chr1	640737	-	CG	0.8571428571428571
Chr1	640752	+	CG	0.8333333333333334
Chr1	640753	-	CG	0.5714285714285714
Chr1	640956	+	CG	0.875
Chr1	640962	+	CG	1.0
Chr1	640965	+	CG	1.0
Chr1	641159	+	CG	0.7894736842105263
Chr1	641160	-	CG	1.0
Chr1	641165	+	CG	0.65
Chr1	641166	-	CG	0.8888888888888888
Chr1	641184	+	CG	0.7222222222222222
Chr1	641185	-	CG	0.8888888888888888
Chr1	656467	+	CG	1.0
Chr1	656468	-	CG	1.0
Chr1	665518	-	CG	0.6666666666666666
Chr1	665751	+	CG	0.6363636363636364
Chr1	665752	-	CG	0.5714285714285714
Chr1	670085	+	CG	0.36363636363636365
Chr1	670086	-	CG	0.2857142857142857
Chr1	670242	+	CG	0.375
Chr1	670243	-	CG	0.3333333333333333
Chr1	670359	+	CG	1.0
Chr1	670360	-	CG	0.7857142857142857
Chr1	670373	+	CG	0.9
Chr1	670374	-	CG	0.7333333333333333
Chr1	670383	+	CG	1.0
Chr1	670384	-	CG	1.0
Chr1	670385	+	CG	1.0
Chr1	670386	-	CG	0.875
Chr1	670554	+	CG	0.7777777777777778
Chr1	670555	-	CG	0.75
Chr1	670638	+	CG	1.0
Chr1	670639	-	CG	0.7142857142857143
Chr1	670679	+	CG	1.0
Chr1	670680	-	CG	0.6
Chr1	670774	+	CG	0.8
Chr1	670775	-	CG	0.8
Chr1	670785	+	CG	0.8
Chr1	670786	-	CG	0.8333333333333334
Chr1	670828	+	CG	1.0
Chr1	670829	-	CG	0.75
Chr1	670846	+	CG	1.0
Chr1	670847	-	CG	0.9166666666666666
Chr1	670855	+	CG	1.0
Chr1	670856	-	CG	1.0
Chr1	670872	+	CG	1.0
Chr1	670873	-	CG	0.8181818181818182
Chr1	670935	+	CG	0.9285714285714286
Chr1	670936	-	CG	0.8181818181818182
Chr1	670942	+	CG	0.9230769230769231
Chr1	670943	-	CG	0.9090909090909091
Chr1	677721	-	CG	0.8571428571428571
Chr1	678057	-	CG	0.25
Chr1	694701	+	CG	0.6666666666666666
Chr1	694702	-	CG	0.6666666666666666
Chr1	694714	+	CG	0.6666666666666666
Chr1	694715	-	CG	0.8333333333333334
Chr1	696460	+	CG	0.42857142857142855
Chr1	696461	-	CG	0.7272727272727273
Chr1	696471	+	CG	0.5714285714285714
Chr1	696472	-	CG	0.9090909090909091
Chr1	696488	+	CG	1.0
Chr1	696489	-	CG	1.0
Chr1	696490	+	CG	1.0
Chr1	696491	-	CG	0.8
Chr1	696498	+	CG	0.8333333333333334
Chr1	696499	-	CG	1.0
Chr1	696500	+	CG	0.8571428571428571
Chr1	696501	-	CG	1.0
Chr1	696605	-	CG	1.0
Chr1	696619	-	CG	1.0
Chr1	696624	-	CG	1.0
Chr1	696633	-	CG	0.875
Chr1	696712	-	CG	0.6666666666666666
Chr1	696717	-	CG	1.0
Chr1	696722	-	CG	0.5
Chr1	696742	-	CG	0.6
Chr1	697110	+	CG	0.4
Chr1	697111	-	CG	0.5
Chr1	697498	+	CG	1.0
Chr1	697499	-	CG	1.0
Chr1	711152	+	CG	0.625
Chr1	711153	-	CG	0.6
Chr1	721576	+	CG	0.2222222222222222
Chr1	729294	+	CG	0.14285714285714285
Chr1	729295	-	CG	0.5714285714285714
Chr1	758683	+	CG	1.0
Chr1	758684	-	CG	0.875
Chr1	758699	-	CG	1.0
Chr1	759574	+	CG	1.0
Chr1	759579	+	CG	1.0
Chr1	759845	-	CG	1.0
Chr1	759904	-	CG	1.0
Chr1	759908	-	CG	1.0
Chr1	759925	-	CG	1.0
Chr1	759936	-	CG	1.0
Chr1	760411	+	CG	0.8571428571428571
Chr1	760412	-	CG	1.0
Chr1	760413	+	CG	1.0
Chr1	760414	-	CG	1.0
Chr1	765875	+	CG	0.8
Chr1	765876	-	CG	0.8888888888888888
Chr1	781373	-	CG	0.6666666666666666
Chr1	781387	-	CG	0.8333333333333334
Chr1	781715	+	CG	1.0
Chr1	781740	+	CG	1.0
Chr1	781752	+	CG	1.0
Chr1	781884	-	CG	1.0
Chr1	781900	-	CG	1.0
Chr1	781925	-	CG	1.0
Chr1	781982	+	CG	0.7777777777777778
Chr1	781983	-	CG	0.8333333333333334
Chr1	782216	+	CG	1.0
Chr1	782217	-	CG	0.8571428571428571
Chr1	782246	+	CG	1.0
Chr1	782247	-	CG	1.0
Chr1	783121	-	CG	0.3333333333333333
Chr1	785001	+	CG	1.0
Chr1	785002	-	CG	0.9
Chr1	785330	+	CG	0.7692307692307693
Chr1	785331	-	CG	1.0
Chr1	785407	+	CG	0.75
Chr1	785408	-	CG	0.7777777777777778
Chr1	788872	+	CG	0.11764705882352941
Chr1	791612	+	CG	0.5
Chr1	791613	-	CG	0.7777777777777778
Chr1	791740	+	CG	0.8888888888888888
Chr1	791741	-	CG	0.8888888888888888
Chr1	791752	+	CG	1.0
Chr1	791753	-	CG	0.7142857142857143
Chr1	791763	+	CG	0.8888888888888888
Chr1	791764	-	CG	1.0
Chr1	791777	+	CG	0.8888888888888888
Chr1	791793	+	CG	0.7777777777777778
Chr1	791938	+	CG	1.0
Chr1	791950	+	CG	1.0
Chr1	791961	+	CG	1.0
Chr1	791975	+	CG	1.0
Chr1	791976	-	CG	1.0
Chr1	791991	+	CG	1.0
Chr1	791992	-	CG	0.6
Chr1	792018	+	CG	0.6666666666666666
Chr1	792134	+	CG	1.0
Chr1	792146	+	CG	0.7777777777777778
Chr1	792157	+	CG	1.0
Chr1	792171	+	CG	0.8888888888888888
Chr1	815045	-	CG	0.8
Chr1	822064	+	CG	0.4444444444444444
Chr1	822065	-	CG	0.45454545454545453
Chr1	822157	+	CG	1.0
Chr1	822158	-	CG	0.8888888888888888
Chr1	822259	+	CG	0.9
Chr1	822260	-	CG	0.9
Chr1	822280	+	CG	0.9285714285714286
Chr1	822281	-	CG	1.0
Chr1	822398	+	CG	1.0
Chr1	822399	-	CG	1.0
Chr1	822403	+	CG	0.875
Chr1	822404	-	CG	1.0
Chr1	856114	+	CG	0.5555555555555556
Chr1	856115	-	CG	0.42857142857142855
Chr1	872328	+	CG	0.875
Chr1	884436	+	CG	0.25
Chr1	886156	+	CG	0.14285714285714285
Chr1	887106	+	CG	0.6666666666666666
Chr1	888725	+	CG	0.9
Chr1	888726	-	CG	1.0
Chr1	888741	+	CG	1.0
Chr1	888742	-	CG	0.875
Chr1	888855	-	CG	1.0
Chr1	888867	-	CG	1.0
Chr1	888878	-	CG	1.0
Chr1	888892	-	CG	1.0
Chr1	889022	+	CG	1.0
Chr1	889045	+	CG	1.0
Chr1	889059	+	CG	0.6666666666666666
Chr1	889075	+	CG	1.0
Chr1	889197	+	CG	1.0
Chr1	889209	+	CG	0.8333333333333334
Chr1	889220	+	CG	0.8333333333333334
Chr1	889234	+	CG	1.0
Chr1	889250	+	CG	0.8
Chr1	912983	+	CG	0.11764705882352941
Chr1	913087	+	CG	0.6
Chr1	913088	-	CG	0.3333333333333333
Chr1	913118	+	CG	0.25
Chr1	913119	-	CG	0.3333333333333333
Chr1	916416	+	CG	0.5454545454545454
Chr1	916417	-	CG	0.42857142857142855
Chr1	944159	+	CG	0.8571428571428571
Chr1	944160	-	CG	0.6923076923076923
Chr1	944209	+	CG	1.0
Chr1	944210	-	CG	0.8125
Chr1	944222	+	CG	1.0
Chr1	944223	-	CG	0.8125
Chr1	944224	+	CG	1.0
Chr1	944225	-	CG	0.8125
Chr1	944280	+	CG	1.0
Chr1	944281	-	CG	1.0
Chr1	944291	+	CG	1.0
Chr1	944292	-	CG	1.0
Chr1	944305	+	CG	0.9166666666666666
Chr1	944306	-	CG	1.0
Chr1	944326	+	CG	0.9230769230769231
Chr1	944327	-	CG	0.6666666666666666
Chr1	944369	+	CG	1.0
Chr1	944370	-	CG	1.0
Chr1	944371	+	CG	1.0
Chr1	944372	-	CG	1.0
Chr1	965966	-	CG	0.75
Chr1	974601	+	CG	0.15384615384615385
Chr1	1033837	+	CG	0.8571428571428571
Chr1	1033838	-	CG	1.0
Chr1	1057969	+	CG	1.0
Chr1	1057970	-	CG	0.8
Chr1	1107273	+	CG	1.0
Chr1	1107274	-	CG	0.8571428571428571
Chr1	1118680	+	CG	1.0
Chr1	1118681	-	CG	0.8
Chr1	1133004	-	CG	0.8888888888888888
Chr1	1133048	+	CG	0.6666666666666666
Chr1	1133049	-	CG	0.625
Chr1	1156010	+	CG	1.0
Chr1	1156011	-	CG	0.8571428571428571
Chr1	1156284	+	CG	0.6
Chr1	1156285	-	CG	1.0
Chr1	1160189	-	CG	0.4444444444444444
Chr1	1160201	+	CG	0.6
Chr1	1160202	-	CG	0.6666666666666666
Chr1	1160299	+	CG	1.0
Chr1	1160300	-	CG	1.0
Chr1	1160347	-	CG	0.8571428571428571
Chr1	1161199	+	CG	1.0
Chr1	1161200	-	CG	1.0
Chr1	1161201	+	CG	1.0
Chr1	1161202	-	CG	1.0
Chr1	1161209	+	CG	1.0
Chr1	1161210	-	CG	1.0
Chr1	1161211	+	CG	1.0
Chr1	1161212	-	CG	1.0
Chr1	1164546	+	CG	0.25
