Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_39	jgi.p|Botci1|39	Supercontig_1.1	+	78124	78330	2.666666	1.988016	2.149177
gene_40	jgi.p|Botci1|40	Supercontig_1.1	+	78718	79487	0.000000	0.000000	0.000000
gene_37	jgi.p|Botci1|37	Supercontig_1.1	+	73206	75918	312.505341	232.974594	251.860947
gene_41	jgi.p|Botci1|41	Supercontig_1.1	+	81656	81862	29.657005	22.109476	23.901804
gene_42	jgi.p|Botci1|42	Supercontig_1.1	+	82540	83028	782.219910	583.149658	630.423279
gene_43	jgi.p|Botci1|43	Supercontig_1.1	-	88375	88930	744.626465	555.123474	600.125244
gene_44	jgi.p|Botci1|44	Supercontig_1.1	-	89735	91771	31.611717	23.566725	25.477188
gene_45	jgi.p|Botci1|45	Supercontig_1.1	+	92341	95948	73.614990	54.880417	59.329361
gene_46	jgi.p|Botci1|46	Supercontig_1.1	-	97000	98979	13.488240	10.055563	10.870728
gene_49	jgi.p|Botci1|49	Supercontig_1.1	-	108063	109629	4.798905	3.577612	3.867635
gene_47	jgi.p|Botci1|47	Supercontig_1.1	+	102576	104904	582.172607	434.013153	469.196930
gene_48	jgi.p|Botci1|48	Supercontig_1.1	+	105872	106891	18.765686	13.989932	15.124041
gene_50	jgi.p|Botci1|50	Supercontig_1.1	+	110519	112904	11.091816	8.269015	8.939352
gene_51	jgi.p|Botci1|51	Supercontig_1.1	-	113191	114319	14.450561	10.772980	11.646303
gene_52	jgi.p|Botci1|52	Supercontig_1.1	-	117177	122424	8.677885	6.469415	6.993865
gene_53	jgi.p|Botci1|53	Supercontig_1.1	+	122915	123552	30.356989	22.631315	24.465950
gene_54	jgi.p|Botci1|54	Supercontig_1.1	+	124091	124429	20.445427	15.242188	16.477812
gene_55	jgi.p|Botci1|55	Supercontig_1.1	-	124981	126697	153.287689	114.276886	123.540878
gene_56	jgi.p|Botci1|56	Supercontig_1.1	-	128334	129624	32.185410	23.994415	25.939550
gene_57	jgi.p|Botci1|57	Supercontig_1.1	-	130078	133270	64.584137	48.147861	52.051022
gene_58	jgi.p|Botci1|58	Supercontig_1.1	-	134799	135740	149.633331	111.552544	120.595673
gene_59	jgi.p|Botci1|59	Supercontig_1.1	+	137623	139639	9.346868	6.968145	7.533027
gene_60	jgi.p|Botci1|60	Supercontig_1.1	+	140600	141312	51.643616	38.500626	41.621719
gene_61	jgi.p|Botci1|61	Supercontig_1.1	+	142308	143214	321.015472	239.318954	258.719635
gene_65	jgi.p|Botci1|65	Supercontig_1.1	+	151446	151550	1.428571	1.065008	1.151344
gene_66	jgi.p|Botci1|66	Supercontig_1.1	+	152589	152912	41.521606	30.954605	33.463978
gene_62	jgi.p|Botci1|62	Supercontig_1.1	-	144153	145573	34.711792	25.877850	27.975666
gene_63	jgi.p|Botci1|63	Supercontig_1.1	+	145996	147041	273.784241	204.107788	220.654022
gene_64	jgi.p|Botci1|64	Supercontig_1.1	-	147437	148186	20.397333	15.206333	16.439053
gene_67	jgi.p|Botci1|67	Supercontig_1.1	-	153436	153741	4.861515	3.624289	3.918096
gene_68	jgi.p|Botci1|68	Supercontig_1.1	-	154242	156597	16.074175	11.983393	12.954841
gene_74	jgi.p|Botci1|74	Supercontig_1.1	-	166444	169463	7.016277	5.230676	5.654706
gene_75	jgi.p|Botci1|75	Supercontig_1.1	-	170576	171507	11.869001	8.848412	9.565718
gene_76	jgi.p|Botci1|76	Supercontig_1.1	+	172493	173672	9.357269	6.975900	7.541409
gene_69	jgi.p|Botci1|69	Supercontig_1.1	+	158031	158135	2.000000	1.491012	1.611883
gene_70	jgi.p|Botci1|70	Supercontig_1.1	+	158709	160934	82.013672	61.141685	66.098206
gene_71	jgi.p|Botci1|71	Supercontig_1.1	-	161308	162411	38.832428	28.949806	31.296656
gene_72	jgi.p|Botci1|72	Supercontig_1.1	+	162682	163470	258.554382	192.753830	208.379639
gene_73	jgi.p|Botci1|73	Supercontig_1.1	-	163761	164816	159.061554	118.581345	128.194275
gene_77	jgi.p|Botci1|77	Supercontig_1.1	+	175430	177592	30.984282	23.098967	24.971510
gene_78	jgi.p|Botci1|78	Supercontig_1.1	+	178221	179744	25.033035	18.662277	20.175156
gene_79	jgi.p|Botci1|79	Supercontig_1.1	-	181510	182277	830.582031	619.203857	669.400330
gene_83	jgi.p|Botci1|83	Supercontig_1.1	-	191736	193588	17.058823	12.717454	13.748408
gene_80	jgi.p|Botci1|80	Supercontig_1.1	+	184227	186360	28.631458	21.344923	23.075274
gene_81	jgi.p|Botci1|81	Supercontig_1.1	-	186838	188788	1054.362793	786.033752	849.754517
gene_82	jgi.p|Botci1|82	Supercontig_1.1	+	190014	190871	457.869324	341.344330	369.015778
gene_84	jgi.p|Botci1|84	Supercontig_1.1	-	193936	194825	45.143463	33.654720	36.382980
gene_85	jgi.p|Botci1|85	Supercontig_1.1	+	195132	196425	45.772194	34.123444	36.889698
gene_86	jgi.p|Botci1|86	Supercontig_1.1	-	196712	197781	164.770889	122.837685	132.795670
gene_87	jgi.p|Botci1|87	Supercontig_1.1	+	198492	199410	184.414658	137.482224	148.627380
gene_88	jgi.p|Botci1|88	Supercontig_1.1	-	199819	202734	161.051727	120.065018	129.798233
gene_89	jgi.p|Botci1|89	Supercontig_1.1	-	204515	205045	2.585133	1.927232	2.083465
gene_90	jgi.p|Botci1|90	Supercontig_1.1	+	205940	206080	9.943262	7.412761	8.013685
gene_91	jgi.p|Botci1|91	Supercontig_1.1	-	209098	210610	48.323975	36.025810	38.946285
gene_92	jgi.p|Botci1|92	Supercontig_1.1	+	213975	216176	108.941422	81.216476	87.800385
gene_93	jgi.p|Botci1|93	Supercontig_1.1	-	216852	218043	65.509972	48.838074	52.797188
gene_94	jgi.p|Botci1|94	Supercontig_1.1	-	218373	218811	11.493061	8.568146	9.262733
gene_95	jgi.p|Botci1|95	Supercontig_1.1	+	220990	228147	63.158867	47.085312	50.902336
gene_97	jgi.p|Botci1|97	Supercontig_1.1	-	232443	233222	6.879487	5.128699	5.544462
gene_96	jgi.p|Botci1|96	Supercontig_1.1	+	229744	231333	251.981186	187.853485	203.082031
gene_98	jgi.p|Botci1|98	Supercontig_1.1	+	237205	238068	42.089115	31.377687	33.921356
gene_100	jgi.p|Botci1|100	Supercontig_1.1	-	240477	240746	0.000000	0.000000	0.000000
gene_99	jgi.p|Botci1|99	Supercontig_1.1	-	238802	240058	10.375854	7.735260	8.362328
gene_101	jgi.p|Botci1|101	Supercontig_1.1	-	241823	243489	1.416893	1.056302	1.141932
gene_102	jgi.p|Botci1|102	Supercontig_1.1	-	244588	246186	0.403002	0.300440	0.324796
gene_105	jgi.p|Botci1|105	Supercontig_1.1	-	255302	256845	0.000000	0.000000	0.000000
gene_104	jgi.p|Botci1|104	Supercontig_1.1	-	253486	254772	3.124320	2.329199	2.518018
gene_107	jgi.p|Botci1|107	Supercontig_1.1	+	261858	262093	0.000000	0.000000	0.000000
gene_103	jgi.p|Botci1|103	Supercontig_1.1	+	246691	252057	2.644384	1.971404	2.131218
gene_109	jgi.p|Botci1|109	Supercontig_1.1	-	265194	265559	0.000000	0.000000	0.000000
gene_108	jgi.p|Botci1|108	Supercontig_1.1	-	262364	263215	10.731220	8.000189	8.648733
gene_110	jgi.p|Botci1|110	Supercontig_1.1	+	266147	267714	25.718151	19.173037	20.727320
gene_112	jgi.p|Botci1|112	Supercontig_1.1	+	269838	270164	4.500851	3.355412	3.627422
gene_114	jgi.p|Botci1|114	Supercontig_1.1	-	277794	278230	0.000000	0.000000	0.000000
gene_111	jgi.p|Botci1|111	Supercontig_1.1	+	268227	269192	34.334454	25.596540	27.671551
gene_115	jgi.p|Botci1|115	Supercontig_1.1	-	279629	279907	0.637993	0.475628	0.514185
gene_113	jgi.p|Botci1|113	Supercontig_1.1	+	273642	274368	3.115361	2.322520	2.510798
gene_116	jgi.p|Botci1|116	Supercontig_1.1	+	281023	281449	0.000000	0.000000	0.000000
gene_119	jgi.p|Botci1|119	Supercontig_1.1	-	287711	288409	2.247498	1.675523	1.811351
gene_118	jgi.p|Botci1|118	Supercontig_1.1	+	285113	286151	14.935094	11.134203	12.036809
gene_117	jgi.p|Botci1|117	Supercontig_1.1	+	282517	283449	462.061646	344.469696	372.394531
gene_120	jgi.p|Botci1|120	Supercontig_1.1	-	291265	292748	199.937454	149.054565	161.137848
gene_123	jgi.p|Botci1|123	Supercontig_1.1	-	298432	299421	55.897984	41.672283	45.050491
gene_121	jgi.p|Botci1|121	Supercontig_1.1	-	293732	295496	995.087524	741.843689	801.982056
gene_122	jgi.p|Botci1|122	Supercontig_1.1	+	295854	298100	38.947090	29.035288	31.389069
gene_124	jgi.p|Botci1|124	Supercontig_1.1	-	300105	300902	84.330215	62.868683	67.965202
gene_126	jgi.p|Botci1|126	Supercontig_1.1	+	305008	305172	1.575758	1.174737	1.269968
gene_125	jgi.p|Botci1|125	Supercontig_1.1	+	301860	302936	18.120707	13.509094	14.604224
gene_128	jgi.p|Botci1|128	Supercontig_1.1	+	310495	311324	6.194732	4.618210	4.992590
gene_127	jgi.p|Botci1|127	Supercontig_1.1	+	306625	309707	30.018679	22.379105	24.193291
gene_132	jgi.p|Botci1|132	Supercontig_1.1	-	325373	325594	10.112613	7.539013	8.150172
gene_133	jgi.p|Botci1|133	Supercontig_1.1	-	326699	327331	3.789757	2.825286	3.054322
gene_134	jgi.p|Botci1|134	Supercontig_1.1	+	327679	328310	0.000000	0.000000	0.000000
gene_129	jgi.p|Botci1|129	Supercontig_1.1	-	316380	318341	62.482670	46.581203	50.357361
gene_130	jgi.p|Botci1|130	Supercontig_1.1	+	319345	320001	42.906620	31.987143	34.580215
gene_131	jgi.p|Botci1|131	Supercontig_1.1	-	321222	321607	3.802395	2.834708	3.064507
gene_135	jgi.p|Botci1|135	Supercontig_1.1	+	330620	330832	0.000000	0.000000	0.000000
gene_138	jgi.p|Botci1|138	Supercontig_1.1	+	338358	339475	0.000000	0.000000	0.000000
gene_137	jgi.p|Botci1|137	Supercontig_1.1	-	336015	338200	1.466194	1.093056	1.181666
gene_139	jgi.p|Botci1|139	Supercontig_1.1	-	340693	341260	0.000000	0.000000	0.000000
gene_140	jgi.p|Botci1|140	Supercontig_1.1	-	342391	344485	0.921106	0.686690	0.742357
gene_136	jgi.p|Botci1|136	Supercontig_1.1	-	332085	334821	136.717499	101.923714	110.186279
gene_141	jgi.p|Botci1|141	Supercontig_1.1	-	345151	345915	239.034927	178.201950	192.648102
gene_142	jgi.p|Botci1|142	Supercontig_1.1	+	346356	347510	83.252419	62.065178	67.096558
gene_143	jgi.p|Botci1|143	Supercontig_1.1	-	347962	348748	36.303551	27.064516	29.258530
gene_144	jgi.p|Botci1|144	Supercontig_1.1	-	349897	350565	13.418290	10.003415	10.814354
gene_145	jgi.p|Botci1|145	Supercontig_1.1	+	351134	351256	7.780488	5.800400	6.270616
gene_146	jgi.p|Botci1|146	Supercontig_1.1	+	351836	352012	0.000000	0.000000	0.000000
gene_148	jgi.p|Botci1|148	Supercontig_1.1	+	356106	356483	742.812500	553.771118	598.663208
gene_149	jgi.p|Botci1|149	Supercontig_1.1	-	357705	359057	43.832226	32.677185	35.326199
gene_150	jgi.p|Botci1|150	Supercontig_1.1	-	359885	360334	20.304445	15.137086	16.364191
gene_151	jgi.p|Botci1|151	Supercontig_1.1	+	361141	362220	325.538818	242.691132	262.365173
gene_152	jgi.p|Botci1|152	Supercontig_1.1	+	363308	364413	215.286880	160.497650	173.508575
gene_155	jgi.p|Botci1|155	Supercontig_1.1	+	369406	369764	2.788530	2.078866	2.247391
gene_153	jgi.p|Botci1|153	Supercontig_1.1	+	365497	366611	141.080841	105.176605	113.702873
gene_156	jgi.p|Botci1|156	Supercontig_1.1	+	370739	372577	22.831116	17.020733	18.400537
gene_161	jgi.p|Botci1|161	Supercontig_1.1	+	382437	383856	0.000000	0.000000	0.000000
gene_157	jgi.p|Botci1|157	Supercontig_1.1	-	372872	373512	68.185417	50.832634	54.953442
gene_158	jgi.p|Botci1|158	Supercontig_1.1	+	373893	374869	155.101212	115.628883	125.002472
gene_159	jgi.p|Botci1|159	Supercontig_1.1	-	375359	377246	79.458412	59.236721	64.038818
gene_160	jgi.p|Botci1|160	Supercontig_1.1	+	378307	381194	52.716160	39.300213	42.486130
gene_162	jgi.p|Botci1|162	Supercontig_1.1	-	384119	385383	40.460278	30.163378	32.608604
gene_163	jgi.p|Botci1|163	Supercontig_1.1	+	385893	386366	92.588608	69.025360	74.620979
gene_164	jgi.p|Botci1|164	Supercontig_1.1	+	387260	388324	15.861970	11.825194	12.783817
gene_165	jgi.p|Botci1|165	Supercontig_1.1	-	388885	390909	5.656061	4.216627	4.558453
gene_166	jgi.p|Botci1|166	Supercontig_1.1	-	391963	394722	21.208521	15.811079	17.092821
gene_167	jgi.p|Botci1|167	Supercontig_1.1	+	395272	395955	63.152046	47.080227	50.896839
gene_168	jgi.p|Botci1|168	Supercontig_1.1	-	396375	397192	317.130829	236.422928	255.588806
gene_169	jgi.p|Botci1|169	Supercontig_1.1	-	397703	400955	46.711739	34.823879	37.646919
gene_170	jgi.p|Botci1|170	Supercontig_1.1	+	402739	403752	83.089745	61.943901	66.965454
gene_171	jgi.p|Botci1|171	Supercontig_1.1	+	404139	404375	34.822784	25.960592	28.065119
gene_172	jgi.p|Botci1|172	Supercontig_1.1	+	405804	408366	35.845367	26.722935	28.889261
gene_173	jgi.p|Botci1|173	Supercontig_1.1	-	408736	409910	10.794384	8.047278	8.699639
gene_177	jgi.p|Botci1|177	Supercontig_1.1	+	423226	423865	0.000000	0.000000	0.000000
gene_178	jgi.p|Botci1|178	Supercontig_1.1	-	424967	425382	2.794239	2.083122	2.251992
gene_176	jgi.p|Botci1|176	Supercontig_1.1	-	420926	421676	0.000000	0.000000	0.000000
gene_179	jgi.p|Botci1|179	Supercontig_1.1	-	426120	426317	1.843434	1.374291	1.485700
gene_174	jgi.p|Botci1|174	Supercontig_1.1	-	415406	416605	310.053528	231.146759	249.884933
gene_175	jgi.p|Botci1|175	Supercontig_1.1	+	417960	419185	21.256542	15.846879	17.131525
gene_183	jgi.p|Botci1|183	Supercontig_1.1	-	456869	458474	1.160712	0.865318	0.935466
gene_184	jgi.p|Botci1|184	Supercontig_1.1	+	459318	460421	5.019022	3.741711	4.045037
gene_185	jgi.p|Botci1|185	Supercontig_1.1	+	462490	463260	5.373541	4.006007	4.330759
gene_186	jgi.p|Botci1|186	Supercontig_1.1	-	464751	465381	27.708773	20.657055	22.331642
gene_180	jgi.p|Botci1|180	Supercontig_1.1	+	427785	433020	16.625271	12.394238	13.398992
gene_181	jgi.p|Botci1|181	Supercontig_1.1	+	433654	434167	22.852943	17.037006	18.418131
gene_182	jgi.p|Botci1|182	Supercontig_1.1	+	434736	455334	54.260704	40.451675	43.730938
gene_237	jgi.p|Botci1|237	Supercontig_1.1	+	582274	584121	7.540861	5.621757	6.077491
gene_236	jgi.p|Botci1|236	Supercontig_1.1	+	577192	580342	45.209000	33.703579	36.435799
gene_238	jgi.p|Botci1|238	Supercontig_1.1	-	584984	586856	21.043638	15.688158	16.959936
gene_239	jgi.p|Botci1|239	Supercontig_1.1	+	587660	590913	34.571537	25.773289	27.862627
gene_243	jgi.p|Botci1|243	Supercontig_1.1	+	597327	601108	1.731418	1.290782	1.395421
gene_240	jgi.p|Botci1|240	Supercontig_1.1	-	591266	593918	31.012106	23.119711	24.993937
gene_245	jgi.p|Botci1|245	Supercontig_1.1	-	606366	607023	0.000000	0.000000	0.000000
gene_246	jgi.p|Botci1|246	Supercontig_1.1	-	607288	607733	0.000000	0.000000	0.000000
gene_244	jgi.p|Botci1|244	Supercontig_1.1	+	603067	605594	23.357445	17.413115	18.824728
gene_187	jgi.p|Botci1|187	Supercontig_1.1	+	466334	466996	21.517345	16.041309	17.341717
gene_188	jgi.p|Botci1|188	Supercontig_1.1	-	467299	469613	178.083908	132.762619	143.525162
gene_189	jgi.p|Botci1|189	Supercontig_1.1	+	471452	472630	127.790489	95.268578	102.991623
gene_190	jgi.p|Botci1|190	Supercontig_1.1	-	473145	474868	154.128220	114.903511	124.218292
gene_191	jgi.p|Botci1|191	Supercontig_1.1	+	477579	480613	28.807785	21.476377	23.217382
gene_192	jgi.p|Botci1|192	Supercontig_1.1	-	481153	482320	4.195518	3.127784	3.381341
gene_193	jgi.p|Botci1|193	Supercontig_1.1	+	483513	484304	2.464647	1.837409	1.986361
gene_194	jgi.p|Botci1|194	Supercontig_1.1	+	484975	486341	16.801908	12.525924	13.541351
gene_195	jgi.p|Botci1|195	Supercontig_1.1	-	486696	488867	35.235729	26.268446	28.397926
gene_196	jgi.p|Botci1|196	Supercontig_1.1	-	489998	490114	41.179485	30.699553	33.188244
gene_197	jgi.p|Botci1|197	Supercontig_1.1	+	491521	493267	950.007202	708.236023	765.649963
gene_198	jgi.p|Botci1|198	Supercontig_1.1	-	493865	495687	204.043777	152.115860	164.447296
gene_199	jgi.p|Botci1|199	Supercontig_1.1	+	496999	498346	68.072746	50.748638	54.862633
gene_200	jgi.p|Botci1|200	Supercontig_1.1	+	499942	501186	1.705683	1.271597	1.374680
gene_201	jgi.p|Botci1|201	Supercontig_1.1	-	503916	505259	88.258308	65.797096	71.131012
gene_202	jgi.p|Botci1|202	Supercontig_1.1	+	505601	506093	20.770975	15.484886	16.740187
gene_203	jgi.p|Botci1|203	Supercontig_1.1	-	507502	507972	7.906582	5.894404	6.372241
gene_204	jgi.p|Botci1|204	Supercontig_1.1	+	508639	508791	0.000000	0.000000	0.000000
gene_205	jgi.p|Botci1|205	Supercontig_1.1	+	509170	510464	140.085327	104.434448	112.900543
gene_206	jgi.p|Botci1|206	Supercontig_1.1	-	511236	512152	33.849182	25.234768	27.280455
gene_207	jgi.p|Botci1|207	Supercontig_1.1	+	512473	513309	61.138248	45.578930	49.273838
gene_208	jgi.p|Botci1|208	Supercontig_1.1	-	513694	513804	220.603607	164.461319	177.793549
gene_209	jgi.p|Botci1|209	Supercontig_1.1	-	514277	515193	40.082264	29.881565	32.303947
gene_210	jgi.p|Botci1|210	Supercontig_1.1	+	515514	515990	5.771185	4.302453	4.651236
gene_211	jgi.p|Botci1|211	Supercontig_1.1	+	517008	518255	79.497734	59.266033	64.070503
gene_212	jgi.p|Botci1|212	Supercontig_1.1	-	519650	520504	838.869019	625.381836	676.079102
gene_213	jgi.p|Botci1|213	Supercontig_1.1	+	522578	524062	0.000000	0.000000	0.000000
gene_214	jgi.p|Botci1|214	Supercontig_1.1	-	525132	525767	0.000000	0.000000	0.000000
gene_215	jgi.p|Botci1|215	Supercontig_1.1	-	526876	528327	141.043442	105.148735	113.672729
gene_216	jgi.p|Botci1|216	Supercontig_1.1	-	529519	530513	0.664372	0.495293	0.535445
gene_217	jgi.p|Botci1|217	Supercontig_1.1	+	532827	533012	0.000000	0.000000	0.000000
gene_218	jgi.p|Botci1|218	Supercontig_1.1	-	535113	535325	3.253521	2.425519	2.622147
gene_219	jgi.p|Botci1|219	Supercontig_1.1	-	536518	536862	207.843475	154.948547	167.509628
gene_220	jgi.p|Botci1|220	Supercontig_1.1	+	537536	538810	0.000000	0.000000	0.000000
gene_221	jgi.p|Botci1|221	Supercontig_1.1	-	542720	542917	2.252525	1.679271	1.815403
gene_222	jgi.p|Botci1|222	Supercontig_1.1	+	543203	544400	4.611279	3.437736	3.716420
gene_223	jgi.p|Botci1|223	Supercontig_1.1	-	544862	546585	1.755965	1.309082	1.415205
gene_224	jgi.p|Botci1|224	Supercontig_1.1	+	549669	550339	0.000000	0.000000	0.000000
gene_225	jgi.p|Botci1|225	Supercontig_1.1	+	552194	553492	10.090069	7.522207	8.132003
gene_226	jgi.p|Botci1|226	Supercontig_1.1	-	554942	555751	518.688110	386.685089	418.032135
gene_227	jgi.p|Botci1|227	Supercontig_1.1	-	556855	557193	11.174042	8.330315	9.005622
gene_228	jgi.p|Botci1|228	Supercontig_1.1	+	557496	557735	2.816667	2.099842	2.270068
gene_229	jgi.p|Botci1|229	Supercontig_1.1	-	558313	559614	2.163604	1.612980	1.743738
gene_230	jgi.p|Botci1|230	Supercontig_1.1	+	560295	560682	0.000000	0.000000	0.000000
gene_231	jgi.p|Botci1|231	Supercontig_1.1	-	564626	566932	47.705231	35.564533	38.447617
gene_232	jgi.p|Botci1|232	Supercontig_1.1	-	568660	570617	17.853842	13.310145	14.389148
gene_233	jgi.p|Botci1|233	Supercontig_1.1	-	571194	571821	4.978597	3.711574	4.012457
gene_234	jgi.p|Botci1|234	Supercontig_1.1	+	572225	573175	58.302837	43.465115	46.988663
gene_235	jgi.p|Botci1|235	Supercontig_1.1	-	573735	576019	49.675442	37.033337	40.035488
gene_247	jgi.p|Botci1|247	Supercontig_1.1	-	610346	611792	28.386044	21.161964	22.877481
gene_248	jgi.p|Botci1|248	Supercontig_1.1	-	616095	616621	87.335716	65.109299	70.387459
gene_249	jgi.p|Botci1|249	Supercontig_1.1	-	617089	617479	38.866066	28.974886	31.323765
gene_250	jgi.p|Botci1|250	Supercontig_1.1	+	618162	619170	99.706856	74.332054	80.357872
gene_253	jgi.p|Botci1|253	Supercontig_1.1	-	625318	625685	0.641245	0.478052	0.516806
gene_254	jgi.p|Botci1|254	Supercontig_1.1	+	626245	627104	2.037086	1.518660	1.641772
gene_251	jgi.p|Botci1|251	Supercontig_1.1	+	621370	623195	25.066881	18.687510	20.202435
gene_255	jgi.p|Botci1|255	Supercontig_1.1	+	627595	628432	83.887863	62.538906	67.608688
gene_259	jgi.p|Botci1|259	Supercontig_1.1	+	635683	636615	0.000000	0.000000	0.000000
gene_256	jgi.p|Botci1|256	Supercontig_1.1	-	629972	631650	16.846201	12.558944	13.577047
gene_262	jgi.p|Botci1|262	Supercontig_1.1	-	641982	642657	0.000000	0.000000	0.000000
gene_264	jgi.p|Botci1|264	Supercontig_1.1	-	646807	647115	0.766990	0.571796	0.618149
gene_263	jgi.p|Botci1|263	Supercontig_1.1	-	644077	646256	0.341219	0.254381	0.275002
gene_261	jgi.p|Botci1|261	Supercontig_1.1	+	640387	641225	5.737639	4.277444	4.624200
gene_260	jgi.p|Botci1|260	Supercontig_1.1	+	637724	639270	43.360165	32.325264	34.945744
gene_266	jgi.p|Botci1|266	Supercontig_1.1	+	651960	652256	1.134680	0.845911	0.914485
gene_265	jgi.p|Botci1|265	Supercontig_1.1	-	650598	651633	164.782547	122.846382	132.805054
gene_267	jgi.p|Botci1|267	Supercontig_1.1	-	652579	658608	24.060274	17.937078	19.391167
gene_269	jgi.p|Botci1|269	Supercontig_1.1	+	662075	662173	6.474748	4.826963	5.218266
gene_268	jgi.p|Botci1|268	Supercontig_1.1	-	659890	661717	17.763067	13.242474	14.315989
gene_270	jgi.p|Botci1|270	Supercontig_1.1	-	663462	664235	16.830000	12.546865	13.563992
gene_271	jgi.p|Botci1|271	Supercontig_1.1	-	665037	665415	1.021273	0.761365	0.823086
gene_272	jgi.p|Botci1|272	Supercontig_1.1	+	665746	666292	0.000000	0.000000	0.000000
gene_273	jgi.p|Botci1|273	Supercontig_1.1	-	667680	668295	5.035461	3.753966	4.058286
gene_274	jgi.p|Botci1|274	Supercontig_1.1	-	669513	669959	3.724832	2.776885	3.001996
gene_278	jgi.p|Botci1|278	Supercontig_1.1	-	678424	679596	0.129582	0.096604	0.104435
gene_277	jgi.p|Botci1|277	Supercontig_1.1	+	675029	677786	2.339266	1.743937	1.885311
gene_279	jgi.p|Botci1|279	Supercontig_1.1	+	681302	683039	0.857414	0.639207	0.691025
gene_281	jgi.p|Botci1|281	Supercontig_1.1	+	687037	688593	2.496300	1.861007	2.011871
gene_280	jgi.p|Botci1|280	Supercontig_1.1	+	683696	684657	204.216217	152.244415	164.586273
gene_284	jgi.p|Botci1|284	Supercontig_1.1	+	695647	696294	2.253086	1.679689	1.815855
gene_282	jgi.p|Botci1|282	Supercontig_1.1	+	689079	691088	27.205473	20.281841	21.926012
