chr	pos	str	con	per_site_wei
Chr1	381463	+	CHG	0.16666666666666666
Chr1	381478	+	CHG	0.2
Chr1	382800	+	CHG	0.3333333333333333
Chr1	382802	-	CHG	0.4444444444444444
Chr1	382815	-	CHG	0.2222222222222222
Chr1	385747	-	CHG	0.2
Chr1	389302	+	CHG	0.14285714285714285
Chr1	399385	+	CHG	0.14285714285714285
Chr1	405260	+	CHG	0.2
Chr1	409060	+	CHG	0.2
Chr1	410227	+	CHG	0.16666666666666666
Chr1	417703	+	CHG	0.14285714285714285
Chr1	418946	+	CHG	0.16666666666666666
Chr1	419011	-	CHG	0.42857142857142855
Chr1	423123	-	CHG	0.2
Chr1	423132	+	CHG	0.2727272727272727
Chr1	423134	-	CHG	0.25925925925925924
Chr1	423314	-	CHG	0.2222222222222222
Chr1	423339	-	CHG	0.25
Chr1	423680	+	CHG	0.3
Chr1	423682	-	CHG	0.25
Chr1	423704	+	CHG	0.375
Chr1	423891	+	CHG	0.2
Chr1	424094	-	CHG	0.2
Chr1	424105	+	CHG	0.5
Chr1	424108	-	CHG	0.4
Chr1	424303	-	CHG	0.14285714285714285
Chr1	428060	-	CHG	0.2857142857142857
Chr1	428064	-	CHG	0.14285714285714285
Chr1	428327	+	CHG	0.08695652173913043
Chr1	429779	-	CHG	0.2
Chr1	431315	+	CHG	0.375
Chr1	431327	+	CHG	0.625
Chr1	431348	+	CHG	0.8333333333333334
Chr1	431464	-	CHG	0.6
Chr1	431521	-	CHG	0.6
Chr1	431534	+	CHG	0.3333333333333333
Chr1	431536	-	CHG	0.8
Chr1	431588	+	CHG	0.6666666666666666
Chr1	431696	+	CHG	0.8
Chr1	431698	-	CHG	0.6
Chr1	431757	+	CHG	0.6
Chr1	432032	-	CHG	0.8
Chr1	432051	-	CHG	0.8333333333333334
Chr1	432056	-	CHG	0.3333333333333333
Chr1	432068	-	CHG	0.6666666666666666
Chr1	432208	+	CHG	0.25
Chr1	432210	-	CHG	0.5
Chr1	432216	+	CHG	0.375
Chr1	432218	-	CHG	0.42857142857142855
Chr1	432222	+	CHG	0.7777777777777778
Chr1	432224	-	CHG	0.42857142857142855
Chr1	432320	+	CHG	0.8888888888888888
Chr1	432322	-	CHG	1.0
Chr1	432621	-	CHG	0.6923076923076923
Chr1	432699	+	CHG	0.8125
Chr1	432701	-	CHG	0.5454545454545454
Chr1	432768	+	CHG	0.6428571428571429
Chr1	432770	-	CHG	0.625
Chr1	432813	-	CHG	0.8
Chr1	432821	+	CHG	0.18181818181818182
Chr1	432823	-	CHG	0.6
Chr1	433567	-	CHG	0.4
Chr1	433699	+	CHG	0.4
Chr1	433768	+	CHG	0.6666666666666666
Chr1	433796	+	CHG	0.8
Chr1	433804	+	CHG	1.0
Chr1	433980	+	CHG	0.2
Chr1	434486	+	CHG	0.11764705882352941
Chr1	439750	-	CHG	0.2
Chr1	443492	+	CHG	0.2
Chr1	447775	+	CHG	0.13333333333333333
Chr1	457233	+	CHG	0.16666666666666666
Chr1	458315	+	CHG	0.2
Chr1	460573	-	CHG	0.16666666666666666
Chr1	460596	-	CHG	0.4
Chr1	469143	+	CHG	0.125
Chr1	469246	-	CHG	0.2
Chr1	469331	-	CHG	0.16666666666666666
Chr1	470630	+	CHG	0.2
Chr1	476643	-	CHG	0.13333333333333333
Chr1	491763	-	CHG	0.16666666666666666
Chr1	498201	+	CHG	0.2
Chr1	499386	+	CHG	0.1111111111111111
Chr1	499401	-	CHG	0.4
Chr1	499644	+	CHG	0.875
Chr1	499646	-	CHG	0.8571428571428571
Chr1	499969	+	CHG	0.6
Chr1	499971	-	CHG	0.5
Chr1	500048	+	CHG	0.7
Chr1	500050	-	CHG	0.5833333333333334
Chr1	500120	-	CHG	0.25
Chr1	500378	+	CHG	0.7692307692307693
Chr1	500380	-	CHG	0.75
Chr1	500393	+	CHG	0.8461538461538461
Chr1	500416	+	CHG	0.5
Chr1	500844	+	CHG	0.18181818181818182
Chr1	500846	-	CHG	0.5714285714285714
Chr1	500876	+	CHG	0.375
Chr1	500904	+	CHG	0.8333333333333334
Chr1	500906	-	CHG	0.8333333333333334
Chr1	500942	+	CHG	0.6875
Chr1	500944	-	CHG	0.375
Chr1	500978	+	CHG	0.21428571428571427
Chr1	501377	-	CHG	0.09523809523809523
Chr1	501388	-	CHG	0.13636363636363635
Chr1	501451	-	CHG	0.125
Chr1	512691	+	CHG	0.25
Chr1	512693	-	CHG	0.2857142857142857
Chr1	512712	+	CHG	0.5
Chr1	512714	-	CHG	0.4444444444444444
Chr1	512740	+	CHG	0.2857142857142857
Chr1	512820	-	CHG	0.2857142857142857
Chr1	512853	-	CHG	0.4
Chr1	512977	+	CHG	0.2
Chr1	513087	-	CHG	0.5
Chr1	513113	+	CHG	0.5
Chr1	513115	-	CHG	0.5555555555555556
Chr1	513154	-	CHG	0.18181818181818182
Chr1	519988	-	CHG	0.16666666666666666
Chr1	520542	+	CHG	0.2222222222222222
Chr1	525575	+	CHG	0.16666666666666666
Chr1	540451	-	CHG	0.6666666666666666
Chr1	540456	+	CHG	0.7272727272727273
Chr1	540461	-	CHG	0.5555555555555556
Chr1	540565	+	CHG	0.6153846153846154
Chr1	540567	-	CHG	0.7777777777777778
Chr1	540574	+	CHG	0.38461538461538464
Chr1	540579	+	CHG	0.46153846153846156
Chr1	540918	+	CHG	1.0
Chr1	540920	-	CHG	0.8461538461538461
Chr1	540944	+	CHG	1.0
Chr1	540946	-	CHG	0.7857142857142857
Chr1	540966	+	CHG	0.7777777777777778
Chr1	540968	-	CHG	0.5294117647058824
Chr1	541679	+	CHG	0.2
Chr1	549719	-	CHG	0.25
Chr1	549730	-	CHG	0.375
Chr1	549744	-	CHG	0.47058823529411764
Chr1	549914	-	CHG	0.4
Chr1	550471	-	CHG	0.6
Chr1	550482	+	CHG	0.14285714285714285
Chr1	550484	-	CHG	0.5
Chr1	550721	+	CHG	0.2
Chr1	550814	-	CHG	0.42857142857142855
Chr1	555958	-	CHG	0.18181818181818182
Chr1	564772	+	CHG	0.2
Chr1	572592	+	CHG	0.14285714285714285
Chr1	577218	-	CHG	0.2222222222222222
Chr1	585850	+	CHG	0.14285714285714285
Chr1	587597	+	CHG	0.7333333333333333
Chr1	587599	-	CHG	0.9090909090909091
Chr1	587611	+	CHG	0.42857142857142855
Chr1	587665	+	CHG	0.6666666666666666
Chr1	587667	-	CHG	0.42857142857142855
Chr1	587734	+	CHG	0.6666666666666666
Chr1	587737	+	CHG	0.5
Chr1	587754	+	CHG	0.6956521739130435
Chr1	587756	-	CHG	0.375
Chr1	587957	+	CHG	0.7333333333333333
Chr1	587959	-	CHG	0.7222222222222222
Chr1	589962	-	CHG	0.14285714285714285
Chr1	591867	+	CHG	0.16666666666666666
Chr1	595124	-	CHG	0.16666666666666666
Chr1	598261	-	CHG	0.14285714285714285
Chr1	599815	-	CHG	0.16666666666666666
Chr1	612109	-	CHG	0.15384615384615385
Chr1	612640	+	CHG	0.36363636363636365
Chr1	612642	-	CHG	0.46153846153846156
Chr1	612677	-	CHG	0.5625
Chr1	612698	+	CHG	0.75
Chr1	612700	-	CHG	0.8235294117647058
Chr1	615905	-	CHG	0.16666666666666666
Chr1	616656	-	CHG	0.16666666666666666
Chr1	622132	-	CHG	0.2
Chr1	631085	+	CHG	0.13333333333333333
Chr1	632325	+	CHG	0.18181818181818182
Chr1	634104	+	CHG	0.08695652173913043
Chr1	634207	+	CHG	0.21052631578947367
Chr1	634209	-	CHG	0.15384615384615385
Chr1	634351	+	CHG	0.75
Chr1	634354	+	CHG	0.8823529411764706
Chr1	634356	-	CHG	1.0
Chr1	639390	+	CHG	0.2
Chr1	639747	+	CHG	0.16666666666666666
Chr1	640348	+	CHG	0.16666666666666666
Chr1	641158	+	CHG	0.36363636363636365
Chr1	649551	+	CHG	0.18181818181818182
Chr1	649553	-	CHG	0.3333333333333333
Chr1	649562	-	CHG	0.25
Chr1	649576	-	CHG	0.15384615384615385
Chr1	651914	-	CHG	0.16666666666666666
Chr1	658770	+	CHG	0.2222222222222222
Chr1	665894	-	CHG	0.25
Chr1	667903	-	CHG	0.2
Chr1	669906	+	CHG	0.14285714285714285
Chr1	670387	-	CHG	0.18181818181818182
Chr1	670640	-	CHG	0.125
Chr1	670681	-	CHG	0.38461538461538464
Chr1	670734	+	CHG	0.5714285714285714
Chr1	670736	-	CHG	0.375
Chr1	670772	-	CHG	0.2
Chr1	670776	-	CHG	0.2727272727272727
Chr1	670871	+	CHG	0.18181818181818182
Chr1	670941	+	CHG	0.2631578947368421
Chr1	688365	+	CHG	0.16666666666666666
Chr1	688953	-	CHG	0.2
Chr1	689192	+	CHG	0.16666666666666666
Chr1	689673	+	CHG	0.16666666666666666
Chr1	696487	+	CHG	0.4
Chr1	696492	-	CHG	0.5
Chr1	696497	+	CHG	0.6
Chr1	696608	+	CHG	1.0
Chr1	696617	+	CHG	0.4
Chr1	696622	+	CHG	0.6
Chr1	696631	+	CHG	0.4
Chr1	696718	-	CHG	0.2
Chr1	697353	+	CHG	0.6923076923076923
Chr1	697355	-	CHG	0.6470588235294118
Chr1	697384	+	CHG	0.11764705882352941
Chr1	697386	-	CHG	0.2222222222222222
Chr1	697408	+	CHG	0.35294117647058826
Chr1	697410	-	CHG	0.2777777777777778
Chr1	697436	+	CHG	0.25
Chr1	697438	-	CHG	0.4117647058823529
Chr1	697458	+	CHG	0.25
Chr1	697460	-	CHG	0.21052631578947367
Chr1	697467	+	CHG	0.3076923076923077
Chr1	697469	-	CHG	0.29411764705882354
Chr1	697490	+	CHG	0.6875
Chr1	697492	-	CHG	0.625
Chr1	697509	+	CHG	0.23529411764705882
Chr1	697511	-	CHG	0.2777777777777778
Chr1	697586	+	CHG	0.2
Chr1	701650	+	CHG	0.16666666666666666
Chr1	704127	+	CHG	0.25
Chr1	705268	+	CHG	0.15384615384615385
Chr1	705630	+	CHG	0.16666666666666666
Chr1	711973	+	CHG	0.2
Chr1	722670	-	CHG	0.16666666666666666
Chr1	724057	-	CHG	0.2
Chr1	726815	-	CHG	0.16666666666666666
Chr1	726957	-	CHG	0.2
Chr1	735279	+	CHG	0.2
Chr1	739851	-	CHG	0.16666666666666666
Chr1	743436	-	CHG	0.2
Chr1	745689	+	CHG	0.2
Chr1	748105	+	CHG	0.16666666666666666
Chr1	748111	+	CHG	0.16666666666666666
Chr1	748114	+	CHG	0.2
Chr1	751172	+	CHG	0.2
Chr1	751266	-	CHG	0.14285714285714285
Chr1	756427	-	CHG	0.16666666666666666
Chr1	758682	+	CHG	0.3
Chr1	758693	+	CHG	0.8888888888888888
Chr1	758704	+	CHG	0.875
Chr1	758723	+	CHG	0.5
Chr1	758728	+	CHG	0.6
Chr1	758982	+	CHG	0.3333333333333333
Chr1	759092	+	CHG	0.625
Chr1	759823	-	CHG	0.2222222222222222
Chr1	760243	-	CHG	0.2857142857142857
Chr1	760415	-	CHG	0.8333333333333334
Chr1	761216	+	CHG	0.16666666666666666
Chr1	775533	-	CHG	0.10526315789473684
Chr1	779183	-	CHG	0.16666666666666666
Chr1	781098	-	CHG	0.15789473684210525
Chr1	781111	+	CHG	0.4166666666666667
Chr1	781113	-	CHG	0.21739130434782608
Chr1	781138	-	CHG	0.25
Chr1	781148	+	CHG	0.5
Chr1	781150	-	CHG	0.5
Chr1	781173	-	CHG	0.2727272727272727
Chr1	781175	+	CHG	0.3333333333333333
Chr1	781177	-	CHG	0.2857142857142857
Chr1	781371	+	CHG	0.375
Chr1	781728	+	CHG	0.375
Chr1	781739	+	CHG	0.16666666666666666
Chr1	781898	+	CHG	0.45454545454545453
Chr1	781923	+	CHG	0.2222222222222222
Chr1	782703	+	CHG	0.08
Chr1	784930	+	CHG	0.08695652173913043
Chr1	785203	+	CHG	0.1
Chr1	785363	+	CHG	0.4666666666666667
Chr1	785365	-	CHG	0.2631578947368421
Chr1	785434	-	CHG	0.08695652173913043
Chr1	789677	+	CHG	0.2692307692307692
Chr1	789679	-	CHG	0.2857142857142857
Chr1	791754	-	CHG	0.3333333333333333
Chr1	791765	-	CHG	0.3333333333333333
Chr1	791776	+	CHG	0.2727272727272727
Chr1	791779	-	CHG	0.3333333333333333
Chr1	791974	+	CHG	0.375
Chr1	791977	-	CHG	0.2857142857142857
Chr1	792170	+	CHG	0.2
Chr1	792444	+	CHG	0.16666666666666666
Chr1	795988	+	CHG	0.16666666666666666
Chr1	799497	-	CHG	0.2
Chr1	806327	-	CHG	0.2
Chr1	808976	+	CHG	0.16666666666666666
Chr1	822258	+	CHG	0.5555555555555556
Chr1	822279	+	CHG	0.375
Chr1	822302	+	CHG	0.875
Chr1	822304	-	CHG	0.8235294117647058
Chr1	822402	+	CHG	0.4375
Chr1	823069	-	CHG	0.16666666666666666
Chr1	824997	-	CHG	0.2
Chr1	826064	+	CHG	0.14285714285714285
Chr1	827368	+	CHG	0.18181818181818182
Chr1	832189	-	CHG	0.16666666666666666
Chr1	832402	+	CHG	0.14285714285714285
Chr1	835684	+	CHG	0.05714285714285714
Chr1	842358	-	CHG	0.2
Chr1	850972	+	CHG	0.18181818181818182
Chr1	851113	+	CHG	0.3
Chr1	852634	-	CHG	0.16666666666666666
Chr1	857529	+	CHG	0.18181818181818182
Chr1	858505	+	CHG	0.18181818181818182
Chr1	860640	-	CHG	0.09523809523809523
Chr1	860676	-	CHG	0.08333333333333333
Chr1	861281	-	CHG	0.2
Chr1	876394	-	CHG	0.13333333333333333
Chr1	876401	+	CHG	0.2
Chr1	876403	-	CHG	0.35714285714285715
Chr1	876428	+	CHG	0.16666666666666666
Chr1	876430	-	CHG	0.14285714285714285
Chr1	876437	+	CHG	0.14285714285714285
Chr1	876905	-	CHG	0.16666666666666666
Chr1	881132	-	CHG	0.16666666666666666
Chr1	881702	+	CHG	0.2
Chr1	883797	+	CHG	0.14285714285714285
Chr1	886358	-	CHG	0.16666666666666666
Chr1	888724	+	CHG	0.2
Chr1	888727	-	CHG	0.46153846153846156
Chr1	888868	-	CHG	0.18181818181818182
Chr1	888879	-	CHG	0.18181818181818182
Chr1	889216	+	CHG	0.3
Chr1	889233	+	CHG	0.18181818181818182
Chr1	889432	+	CHG	0.42857142857142855
Chr1	900714	+	CHG	0.14285714285714285
Chr1	903897	+	CHG	0.125
Chr1	926668	-	CHG	0.2
Chr1	928299	+	CHG	0.125
Chr1	933107	-	CHG	0.1
Chr1	939415	+	CHG	0.16666666666666666
Chr1	939428	+	CHG	0.2
Chr1	940263	-	CHG	0.2
Chr1	940326	-	CHG	0.2
Chr1	944197	+	CHG	0.8823529411764706
Chr1	944199	-	CHG	0.875
Chr1	944211	-	CHG	0.46153846153846156
Chr1	944374	+	CHG	1.0
Chr1	944376	-	CHG	0.8125
Chr1	946129	+	CHG	0.3333333333333333
Chr1	947624	+	CHG	0.1
Chr1	947820	+	CHG	0.16666666666666666
Chr1	949018	+	CHG	0.16666666666666666
Chr1	949845	-	CHG	0.16666666666666666
Chr1	950501	+	CHG	0.14285714285714285
Chr1	951796	-	CHG	0.2857142857142857
Chr1	955738	-	CHG	0.2
Chr1	958619	+	CHG	0.75
Chr1	958621	-	CHG	0.7777777777777778
Chr1	958686	+	CHG	0.7777777777777778
Chr1	958949	+	CHG	0.8333333333333334
Chr1	958973	+	CHG	1.0
Chr1	958991	+	CHG	0.2
Chr1	959115	+	CHG	0.6923076923076923
Chr1	959117	-	CHG	0.5
Chr1	959184	+	CHG	0.15
Chr1	959251	+	CHG	0.36363636363636365
Chr1	959253	-	CHG	0.4
Chr1	962744	-	CHG	0.16666666666666666
Chr1	962916	+	CHG	0.2
Chr1	970884	-	CHG	0.15384615384615385
Chr1	985976	+	CHG	0.16666666666666666
Chr1	994505	+	CHG	0.16666666666666666
Chr1	997142	-	CHG	0.16666666666666666
Chr1	1019316	+	CHG	0.25
Chr1	1029833	+	CHG	0.1111111111111111
Chr1	1030459	+	CHG	0.14285714285714285
Chr1	1031423	-	CHG	0.23076923076923078
Chr1	1032584	-	CHG	0.2222222222222222
Chr1	1035946	-	CHG	0.16666666666666666
Chr1	1041488	-	CHG	0.16666666666666666
Chr1	1041660	+	CHG	0.16666666666666666
Chr1	1047777	-	CHG	0.2
Chr1	1049470	-	CHG	0.25
Chr1	1050389	+	CHG	0.1111111111111111
