chr	pos	str	con	per_site_wei
Chr1	56491	-	CHG	1.0
Chr1	56522	-	CHG	0.3333333333333333
Chr1	56537	+	CHG	0.8
Chr1	56539	-	CHG	0.5
Chr1	56544	-	CHG	0.3333333333333333
Chr1	56546	+	CHG	0.6
Chr1	76851	+	CHG	0.35714285714285715
Chr1	76910	+	CHG	0.8333333333333334
Chr1	76912	-	CHG	0.6666666666666666
Chr1	76932	+	CHG	0.7
Chr1	76934	-	CHG	0.4444444444444444
Chr1	76946	-	CHG	0.6666666666666666
Chr1	77165	+	CHG	0.3
Chr1	77167	-	CHG	0.8571428571428571
Chr1	77191	+	CHG	0.6
Chr1	77193	-	CHG	0.7142857142857143
Chr1	77215	+	CHG	0.6363636363636364
Chr1	77217	-	CHG	0.75
Chr1	77226	+	CHG	0.6363636363636364
Chr1	77228	-	CHG	0.875
Chr1	77229	+	CHG	0.5
Chr1	77253	+	CHG	0.35714285714285715
Chr1	77255	-	CHG	0.875
Chr1	77371	+	CHG	0.6923076923076923
Chr1	77391	+	CHG	0.6666666666666666
Chr1	77394	-	CHG	0.5
Chr1	77408	+	CHG	0.7142857142857143
Chr1	77410	-	CHG	0.5714285714285714
Chr1	77513	+	CHG	0.35714285714285715
Chr1	77539	+	CHG	0.16666666666666666
Chr1	86770	-	CHG	0.14285714285714285
Chr1	126204	+	CHG	0.18181818181818182
Chr1	144886	-	CHG	0.16666666666666666
Chr1	193353	+	CHG	0.5555555555555556
Chr1	193401	+	CHG	0.4666666666666667
Chr1	193403	-	CHG	0.4
Chr1	193494	+	CHG	0.2222222222222222
Chr1	193524	+	CHG	0.375
Chr1	193550	+	CHG	0.5
Chr1	193552	-	CHG	0.25
Chr1	193569	+	CHG	0.375
Chr1	193571	-	CHG	0.5
Chr1	201565	-	CHG	0.3333333333333333
Chr1	239137	-	CHG	0.25
Chr1	256177	-	CHG	0.9166666666666666
Chr1	256651	+	CHG	0.3076923076923077
Chr1	257743	+	CHG	0.8
Chr1	257745	-	CHG	1.0
Chr1	257791	-	CHG	0.25
Chr1	257803	-	CHG	0.5
Chr1	257914	+	CHG	0.5
Chr1	257916	-	CHG	0.9
Chr1	257986	+	CHG	0.8333333333333334
Chr1	257988	-	CHG	0.7142857142857143
Chr1	258112	-	CHG	1.0
Chr1	258515	+	CHG	0.75
Chr1	258536	+	CHG	0.625
Chr1	258548	+	CHG	0.75
Chr1	258576	+	CHG	1.0
Chr1	258578	-	CHG	0.2857142857142857
Chr1	258594	+	CHG	1.0
Chr1	258596	-	CHG	0.7142857142857143
Chr1	265135	+	CHG	0.14285714285714285
Chr1	291887	+	CHG	0.8888888888888888
Chr1	291889	-	CHG	0.8888888888888888
Chr1	291945	+	CHG	0.8888888888888888
Chr1	291947	-	CHG	0.6
Chr1	292084	-	CHG	1.0
Chr1	292105	-	CHG	0.8333333333333334
Chr1	292388	-	CHG	1.0
Chr1	292417	-	CHG	1.0
Chr1	292421	-	CHG	0.6666666666666666
Chr1	292462	-	CHG	0.5
Chr1	292472	-	CHG	0.6666666666666666
Chr1	292485	+	CHG	0.8
Chr1	292487	-	CHG	0.6666666666666666
Chr1	292506	+	CHG	0.5714285714285714
Chr1	292508	-	CHG	0.6
Chr1	292575	+	CHG	0.6363636363636364
Chr1	292606	+	CHG	0.4
Chr1	292635	+	CHG	0.42857142857142855
Chr1	306960	-	CHG	0.25
Chr1	360909	-	CHG	0.15384615384615385
Chr1	371409	-	CHG	0.2222222222222222
Chr1	372447	+	CHG	0.5555555555555556
Chr1	372449	-	CHG	0.2222222222222222
Chr1	372549	+	CHG	0.6
Chr1	372551	-	CHG	0.6363636363636364
Chr1	390956	-	CHG	0.3333333333333333
Chr1	390966	-	CHG	0.5
Chr1	423134	-	CHG	0.5
Chr1	423682	-	CHG	0.625
Chr1	423707	-	CHG	0.2857142857142857
Chr1	431315	+	CHG	0.3333333333333333
Chr1	431327	+	CHG	0.7142857142857143
Chr1	431329	-	CHG	0.5555555555555556
Chr1	431333	-	CHG	0.6666666666666666
Chr1	431348	+	CHG	0.8333333333333334
Chr1	431350	-	CHG	0.9
Chr1	431378	+	CHG	0.8
Chr1	431380	-	CHG	1.0
Chr1	431418	-	CHG	0.75
Chr1	431462	+	CHG	0.5
Chr1	431464	-	CHG	0.8181818181818182
Chr1	431501	+	CHG	0.5
Chr1	431521	-	CHG	0.42857142857142855
Chr1	431534	+	CHG	0.3333333333333333
Chr1	431536	-	CHG	0.7142857142857143
Chr1	431588	+	CHG	0.8571428571428571
Chr1	431590	-	CHG	0.5
Chr1	431614	+	CHG	0.5
Chr1	431851	-	CHG	0.25
Chr1	431995	+	CHG	0.6666666666666666
Chr1	432032	-	CHG	0.6666666666666666
Chr1	432049	+	CHG	0.7777777777777778
Chr1	432056	-	CHG	0.4
Chr1	432066	+	CHG	0.8888888888888888
Chr1	432068	-	CHG	0.6
Chr1	432096	+	CHG	0.8181818181818182
Chr1	432103	+	CHG	0.6363636363636364
Chr1	432208	+	CHG	0.5
Chr1	432216	+	CHG	0.36363636363636365
Chr1	432222	+	CHG	0.5454545454545454
Chr1	432320	+	CHG	1.0
Chr1	433419	-	CHG	1.0
Chr1	433426	-	CHG	0.6666666666666666
Chr1	433470	-	CHG	0.6
Chr1	433567	-	CHG	0.7142857142857143
Chr1	433687	+	CHG	0.5714285714285714
Chr1	433699	+	CHG	0.875
Chr1	433768	+	CHG	0.25
Chr1	433796	+	CHG	1.0
Chr1	433804	+	CHG	1.0
Chr1	477087	-	CHG	0.15384615384615385
Chr1	499386	+	CHG	0.3333333333333333
Chr1	499644	+	CHG	0.6
Chr1	499646	-	CHG	1.0
Chr1	499904	-	CHG	0.25
Chr1	499969	+	CHG	0.8
Chr1	499971	-	CHG	0.75
Chr1	500050	-	CHG	0.8571428571428571
Chr1	500378	+	CHG	0.7142857142857143
Chr1	500380	-	CHG	0.6666666666666666
Chr1	500393	+	CHG	0.8
Chr1	500395	-	CHG	0.9
Chr1	500416	+	CHG	0.4
Chr1	500459	-	CHG	0.8
Chr1	500462	-	CHG	0.7
Chr1	500472	-	CHG	0.875
Chr1	500844	+	CHG	0.3333333333333333
Chr1	500876	+	CHG	0.6
Chr1	500904	+	CHG	0.8333333333333334
Chr1	500906	-	CHG	0.8571428571428571
Chr1	500942	+	CHG	0.47058823529411764
Chr1	500944	-	CHG	0.7777777777777778
Chr1	500978	+	CHG	0.23076923076923078
Chr1	501375	+	CHG	0.2857142857142857
Chr1	510675	+	CHG	0.2
Chr1	512693	-	CHG	0.6
Chr1	512714	-	CHG	0.8
Chr1	512820	-	CHG	0.3333333333333333
Chr1	512907	-	CHG	0.5
Chr1	512910	-	CHG	0.8333333333333334
Chr1	512963	-	CHG	0.2857142857142857
Chr1	512977	+	CHG	0.3333333333333333
Chr1	513087	-	CHG	0.8333333333333334
Chr1	513113	+	CHG	0.8888888888888888
Chr1	513115	-	CHG	0.5
Chr1	540451	-	CHG	0.7777777777777778
Chr1	540456	+	CHG	0.5
Chr1	540461	-	CHG	0.6666666666666666
Chr1	540565	+	CHG	0.4
Chr1	540918	+	CHG	0.8333333333333334
Chr1	540920	-	CHG	1.0
Chr1	540944	+	CHG	1.0
Chr1	540946	-	CHG	0.8333333333333334
Chr1	540966	+	CHG	0.7777777777777778
Chr1	540968	-	CHG	0.875
Chr1	549741	+	CHG	0.2
Chr1	587597	+	CHG	0.8333333333333334
Chr1	587599	-	CHG	0.8888888888888888
Chr1	587611	+	CHG	0.5
Chr1	587667	-	CHG	0.6363636363636364
Chr1	587734	+	CHG	0.9090909090909091
Chr1	587736	-	CHG	0.9090909090909091
Chr1	587737	+	CHG	0.8
Chr1	587739	-	CHG	0.7
Chr1	587754	+	CHG	0.6363636363636364
Chr1	587756	-	CHG	0.7777777777777778
Chr1	587957	+	CHG	0.7777777777777778
Chr1	587959	-	CHG	0.875
Chr1	634209	-	CHG	0.2
Chr1	634351	+	CHG	1.0
Chr1	634354	+	CHG	1.0
Chr1	639390	+	CHG	0.18181818181818182
Chr1	639747	+	CHG	0.2857142857142857
Chr1	640955	+	CHG	0.25
Chr1	641158	+	CHG	0.15789473684210525
Chr1	670387	-	CHG	0.125
Chr1	670640	-	CHG	0.2857142857142857
Chr1	670734	+	CHG	0.5
Chr1	670736	-	CHG	0.2857142857142857
Chr1	670776	-	CHG	0.2
Chr1	670845	+	CHG	0.2857142857142857
Chr1	696487	+	CHG	1.0
Chr1	696492	-	CHG	0.9
Chr1	696497	+	CHG	0.6666666666666666
Chr1	696502	-	CHG	0.8888888888888888
Chr1	696610	-	CHG	1.0
Chr1	696718	-	CHG	0.5
Chr1	697353	+	CHG	0.8571428571428571
Chr1	697355	-	CHG	0.7
Chr1	697384	+	CHG	0.2222222222222222
Chr1	697386	-	CHG	0.2222222222222222
Chr1	697408	+	CHG	0.5
Chr1	697436	+	CHG	0.2857142857142857
Chr1	697438	-	CHG	0.5
Chr1	697458	+	CHG	0.42857142857142855
Chr1	697460	-	CHG	0.3333333333333333
Chr1	697467	+	CHG	0.5
Chr1	697469	-	CHG	0.4166666666666667
Chr1	697490	+	CHG	0.6666666666666666
Chr1	697492	-	CHG	0.5
Chr1	697509	+	CHG	0.2857142857142857
Chr1	697511	-	CHG	0.2
Chr1	758682	+	CHG	0.6
Chr1	758685	-	CHG	0.5
Chr1	758695	-	CHG	1.0
Chr1	758700	-	CHG	0.8333333333333334
Chr1	758706	-	CHG	1.0
Chr1	759597	+	CHG	0.875
Chr1	760415	-	CHG	0.7777777777777778
Chr1	784930	+	CHG	0.125
Chr1	784932	-	CHG	0.2
Chr1	785363	+	CHG	0.5
Chr1	785365	-	CHG	0.4444444444444444
Chr1	785432	+	CHG	0.5
Chr1	789677	+	CHG	0.7272727272727273
Chr1	789679	-	CHG	0.6923076923076923
Chr1	791776	+	CHG	0.3333333333333333
Chr1	792170	+	CHG	0.5
Chr1	801091	-	CHG	0.16666666666666666
Chr1	822258	+	CHG	0.4
Chr1	822279	+	CHG	0.21428571428571427
Chr1	822302	+	CHG	0.7692307692307693
Chr1	822304	-	CHG	0.7
Chr1	822402	+	CHG	0.5
Chr1	862123	-	CHG	0.2222222222222222
Chr1	888724	+	CHG	0.2
Chr1	888727	-	CHG	0.4444444444444444
Chr1	888893	-	CHG	0.6
Chr1	889216	+	CHG	0.5833333333333334
Chr1	889233	+	CHG	0.4166666666666667
Chr1	911292	+	CHG	0.2
Chr1	938701	-	CHG	0.4
Chr1	944197	+	CHG	0.8333333333333334
Chr1	944199	-	CHG	0.75
Chr1	944211	-	CHG	0.1875
Chr1	944282	-	CHG	0.16666666666666666
Chr1	944374	+	CHG	0.8333333333333334
Chr1	944376	-	CHG	0.9
Chr1	1068992	-	CHG	0.2222222222222222
Chr1	1133051	+	CHG	0.42857142857142855
Chr1	1133053	-	CHG	0.2222222222222222
Chr1	1133069	+	CHG	0.375
Chr1	1133071	-	CHG	0.16666666666666666
Chr1	1160243	+	CHG	0.6
Chr1	1160245	-	CHG	0.7
Chr1	1160291	+	CHG	0.6
Chr1	1160293	-	CHG	0.5
Chr1	1161151	-	CHG	0.3333333333333333
Chr1	1161198	+	CHG	0.5454545454545454
Chr1	1161203	-	CHG	1.0
Chr1	1161208	+	CHG	0.36363636363636365
Chr1	1161213	-	CHG	1.0
Chr1	1184972	-	CHG	0.375
Chr1	1185161	-	CHG	0.3333333333333333
Chr1	1193890	+	CHG	0.18181818181818182
Chr1	1194338	-	CHG	0.3333333333333333
Chr1	1194380	-	CHG	0.75
Chr1	1194409	-	CHG	0.5714285714285714
Chr1	1194469	+	CHG	0.6666666666666666
Chr1	1194518	+	CHG	0.2857142857142857
Chr1	1194579	-	CHG	0.6
Chr1	1194644	-	CHG	0.75
Chr1	1194811	-	CHG	0.6
Chr1	1195071	+	CHG	0.5
Chr1	1249734	-	CHG	0.2
Chr1	1249743	+	CHG	0.375
Chr1	1249745	-	CHG	0.5555555555555556
Chr1	1249759	-	CHG	0.18181818181818182
Chr1	1249921	-	CHG	0.6
Chr1	1249943	+	CHG	0.2857142857142857
Chr1	1250094	-	CHG	0.4
Chr1	1250287	-	CHG	0.3333333333333333
Chr1	1250298	-	CHG	0.5
Chr1	1250312	-	CHG	0.2857142857142857
Chr1	1250870	+	CHG	0.2857142857142857
Chr1	1250873	-	CHG	0.3333333333333333
Chr1	1253358	-	CHG	0.2222222222222222
Chr1	1275843	-	CHG	0.4666666666666667
Chr1	1276615	+	CHG	0.4444444444444444
Chr1	1276617	-	CHG	0.2
Chr1	1276648	+	CHG	0.3333333333333333
Chr1	1286884	-	CHG	0.5
Chr1	1286899	+	CHG	1.0
Chr1	1286901	-	CHG	0.8571428571428571
Chr1	1289061	-	CHG	0.3076923076923077
Chr1	1289246	+	CHG	0.42857142857142855
Chr1	1289259	+	CHG	0.25
Chr1	1289270	+	CHG	0.25
Chr1	1289451	-	CHG	0.375
Chr1	1379598	+	CHG	0.2
Chr1	1379860	+	CHG	0.15384615384615385
Chr1	1379862	-	CHG	0.35294117647058826
Chr1	1430290	-	CHG	0.6666666666666666
Chr1	1430318	-	CHG	0.6666666666666666
Chr1	1430344	-	CHG	0.5714285714285714
Chr1	1430689	-	CHG	0.2857142857142857
Chr1	1430725	-	CHG	0.5
Chr1	1430751	-	CHG	0.8333333333333334
Chr1	1431011	-	CHG	0.7142857142857143
Chr1	1431023	-	CHG	0.2222222222222222
Chr1	1441505	+	CHG	0.45454545454545453
Chr1	1441507	-	CHG	0.5833333333333334
Chr1	1441580	+	CHG	0.6
Chr1	1442510	-	CHG	0.36363636363636365
Chr1	1442537	-	CHG	0.3333333333333333
Chr1	1443269	-	CHG	1.0
Chr1	1443940	+	CHG	0.8333333333333334
Chr1	1443978	+	CHG	1.0
Chr1	1444418	+	CHG	0.375
Chr1	1444493	-	CHG	0.25
Chr1	1444551	+	CHG	0.4444444444444444
Chr1	1444553	-	CHG	0.4166666666666667
Chr1	1446117	+	CHG	0.2857142857142857
Chr1	1446120	-	CHG	0.25
Chr1	1446131	+	CHG	0.42857142857142855
Chr1	1446180	+	CHG	0.5714285714285714
Chr1	1476417	-	CHG	0.3333333333333333
Chr1	1476483	+	CHG	0.4
Chr1	1476485	-	CHG	0.5
Chr1	1476487	+	CHG	0.5
Chr1	1476566	+	CHG	0.5714285714285714
Chr1	1476574	+	CHG	0.5
Chr1	1522774	-	CHG	0.2857142857142857
Chr1	1522819	-	CHG	0.42857142857142855
Chr1	1522868	-	CHG	0.5
Chr1	1522876	+	CHG	0.25
Chr1	1522900	-	CHG	0.42857142857142855
Chr1	1522904	-	CHG	0.5
Chr1	1522922	-	CHG	0.8571428571428571
Chr1	1522926	-	CHG	0.75
Chr1	1522945	-	CHG	0.5714285714285714
Chr1	1522951	-	CHG	0.6666666666666666
Chr1	1544448	-	CHG	0.5833333333333334
Chr1	1544479	+	CHG	0.375
Chr1	1544481	-	CHG	0.4666666666666667
Chr1	1593127	+	CHG	0.4666666666666667
Chr1	1593206	+	CHG	0.2
Chr1	1593305	+	CHG	0.5
Chr1	1593307	-	CHG	0.5
Chr1	1593431	-	CHG	0.16666666666666666
Chr1	1593457	+	CHG	0.15384615384615385
Chr1	1598305	+	CHG	0.8888888888888888
Chr1	1598307	-	CHG	1.0
Chr1	1598332	+	CHG	1.0
Chr1	1598334	-	CHG	1.0
Chr1	1598366	+	CHG	0.5
Chr1	1598452	+	CHG	0.8
Chr1	1598467	+	CHG	0.8888888888888888
Chr1	1598474	+	CHG	1.0
Chr1	1598487	+	CHG	0.4444444444444444
Chr1	1598494	+	CHG	1.0
Chr1	1598517	+	CHG	0.2857142857142857
Chr1	1613285	-	CHG	1.0
Chr1	1613297	-	CHG	0.8888888888888888
Chr1	1613324	+	CHG	0.5
Chr1	1614608	+	CHG	0.8888888888888888
Chr1	1616180	-	CHG	0.2222222222222222
Chr1	1616477	+	CHG	0.15384615384615385
Chr1	1617716	-	CHG	0.5714285714285714
Chr1	1617722	-	CHG	1.0
Chr1	1617728	-	CHG	0.8333333333333334
Chr1	1617733	-	CHG	0.8571428571428571
Chr1	1617752	-	CHG	1.0
Chr1	1617758	-	CHG	0.7142857142857143
Chr1	1617785	-	CHG	1.0
Chr1	1617921	-	CHG	0.8
Chr1	1638291	-	CHG	0.14285714285714285
Chr1	1676764	+	CHG	0.2222222222222222
Chr1	1676766	-	CHG	0.4
Chr1	1676773	-	CHG	0.4
Chr1	1676803	-	CHG	0.5
Chr1	1677043	+	CHG	0.5555555555555556
Chr1	1677045	-	CHG	0.5
Chr1	1705462	+	CHG	0.6666666666666666
Chr1	1705464	-	CHG	0.5833333333333334
Chr1	1705795	+	CHG	0.2857142857142857
Chr1	1705960	+	CHG	0.6363636363636364
Chr1	1705962	-	CHG	0.8
Chr1	1706011	+	CHG	0.75
Chr1	1706053	+	CHG	0.42857142857142855
Chr1	1706411	+	CHG	0.36363636363636365
Chr1	1706421	+	CHG	0.6
Chr1	1706424	+	CHG	0.8
Chr1	1706426	-	CHG	0.5
Chr1	1706443	+	CHG	1.0
Chr1	1706445	-	CHG	0.42857142857142855
Chr1	1706455	+	CHG	0.6
Chr1	1706457	-	CHG	0.2857142857142857
Chr1	1728898	-	CHG	0.2727272727272727
Chr1	1728982	-	CHG	0.5
Chr1	1729116	+	CHG	0.3
Chr1	1729119	-	CHG	0.3333333333333333
Chr1	1729219	+	CHG	0.46153846153846156
Chr1	1729221	-	CHG	0.42857142857142855
Chr1	1729247	+	CHG	0.23076923076923078
Chr1	1729249	-	CHG	0.2857142857142857
Chr1	1729263	-	CHG	0.42857142857142855
Chr1	1738796	+	CHG	0.3333333333333333
Chr1	1738798	-	CHG	0.2
Chr1	1738931	-	CHG	0.18181818181818182
Chr1	1739155	-	CHG	0.5555555555555556
Chr1	1739160	-	CHG	0.3
Chr1	1781025	-	CHG	0.2222222222222222
Chr1	1875674	+	CHG	0.2857142857142857
Chr1	1875677	-	CHG	0.2222222222222222
Chr1	1875966	-	CHG	0.2857142857142857
Chr1	1876101	-	CHG	0.5
Chr1	1876221	-	CHG	0.6
Chr1	1876235	-	CHG	0.375
Chr1	1881849	-	CHG	0.2
Chr1	1881930	+	CHG	0.625
Chr1	1881932	-	CHG	0.7777777777777778
Chr1	1881935	+	CHG	0.5
Chr1	1881937	-	CHG	0.7777777777777778
Chr1	1881980	-	CHG	0.42857142857142855
Chr1	1881989	-	CHG	0.5
Chr1	1882083	-	CHG	0.5714285714285714
Chr1	1882105	-	CHG	0.8
Chr1	1882159	-	CHG	0.8571428571428571
Chr1	1882190	-	CHG	0.875
Chr1	1882222	+	CHG	0.8
Chr1	1882224	-	CHG	1.0
Chr1	1882226	+	CHG	0.8
Chr1	1882228	-	CHG	1.0
Chr1	1884284	+	CHG	0.18181818181818182
Chr1	1884288	+	CHG	0.18181818181818182
Chr1	1884290	-	CHG	0.45454545454545453
Chr1	1884291	+	CHG	0.18181818181818182
Chr1	1884293	-	CHG	0.45454545454545453
Chr1	1884321	+	CHG	0.2727272727272727
Chr1	1968552	-	CHG	0.25
Chr1	1968650	+	CHG	0.6666666666666666
Chr1	1968685	+	CHG	0.3333333333333333
Chr1	1968690	+	CHG	0.4444444444444444
Chr1	1968723	+	CHG	0.4
Chr1	1968734	+	CHG	0.2727272727272727
Chr1	1975101	+	CHG	0.46153846153846156
Chr1	1975103	-	CHG	0.9333333333333333
Chr1	1975220	+	CHG	0.7777777777777778
Chr1	1975449	-	CHG	1.0
Chr1	1975461	-	CHG	0.8
Chr1	1976298	+	CHG	0.8333333333333334
Chr1	1976300	-	CHG	0.7142857142857143
Chr1	1976321	-	CHG	0.5
Chr1	1976324	-	CHG	0.6666666666666666
Chr1	1976334	-	CHG	1.0
Chr1	1976429	+	CHG	0.7142857142857143
Chr1	1976522	+	CHG	0.7692307692307693
Chr1	1976559	+	CHG	0.5833333333333334
Chr1	1976579	+	CHG	0.3333333333333333
Chr1	1976581	-	CHG	0.42857142857142855
Chr1	1976720	+	CHG	0.7142857142857143
Chr1	1976722	-	CHG	0.5
Chr1	1976752	+	CHG	0.125
Chr1	1976780	+	CHG	0.2222222222222222
Chr1	2039088	+	CHG	0.11764705882352941
Chr1	2078961	+	CHG	0.2222222222222222
Chr1	2111214	-	CHG	0.2857142857142857
Chr1	2157129	+	CHG	0.5454545454545454
Chr1	2157139	+	CHG	0.5454545454545454
Chr1	2157150	+	CHG	0.4
Chr1	2157157	+	CHG	0.6
Chr1	2157167	+	CHG	0.6666666666666666
Chr1	2157174	+	CHG	0.5
Chr1	2157180	+	CHG	0.5714285714285714
Chr1	2157213	+	CHG	0.75
Chr1	2157452	+	CHG	0.6666666666666666
Chr1	2157495	+	CHG	0.5714285714285714
Chr1	2157521	+	CHG	0.75
Chr1	2157588	+	CHG	0.3333333333333333
Chr1	2157611	+	CHG	0.6666666666666666
Chr1	2157619	+	CHG	0.5555555555555556
Chr1	2157650	+	CHG	0.25
Chr1	2157668	+	CHG	0.25
Chr1	2189232	+	CHG	0.6875
Chr1	2189234	-	CHG	0.75
Chr1	2189297	+	CHG	0.2857142857142857
Chr1	2189299	-	CHG	0.16666666666666666
Chr1	2189367	+	CHG	0.3333333333333333
Chr1	2189376	+	CHG	0.25
Chr1	2189396	+	CHG	0.8181818181818182
Chr1	2189451	+	CHG	0.42857142857142855
Chr1	2189524	+	CHG	0.5
Chr1	2189526	-	CHG	0.6666666666666666
Chr1	2189789	+	CHG	0.17647058823529413
Chr1	2233833	+	CHG	0.625
Chr1	2233843	+	CHG	1.0
Chr1	2233845	-	CHG	0.8333333333333334
Chr1	2233850	-	CHG	0.8
Chr1	2312944	+	CHG	0.14285714285714285
Chr1	2335189	+	CHG	0.4117647058823529
Chr1	2335210	+	CHG	0.5384615384615384
Chr1	2335212	-	CHG	0.8333333333333334
Chr1	2335240	+	CHG	0.6428571428571429
Chr1	2335242	-	CHG	0.6363636363636364
Chr1	2340249	+	CHG	0.6
Chr1	2340251	-	CHG	0.625
Chr1	2340269	+	CHG	0.8
Chr1	2340271	-	CHG	1.0
Chr1	2340278	+	CHG	0.8
Chr1	2340280	-	CHG	1.0
Chr1	2340293	+	CHG	1.0
Chr1	2340295	-	CHG	1.0
Chr1	2340418	+	CHG	0.75
Chr1	2340420	-	CHG	0.7272727272727273
Chr1	2340425	+	CHG	0.5
Chr1	2340482	+	CHG	0.2222222222222222
Chr1	2415668	+	CHG	0.4444444444444444
Chr1	2415671	+	CHG	0.6666666666666666
Chr1	2415693	+	CHG	0.75
Chr1	2415720	+	CHG	0.3333333333333333
Chr1	2415740	+	CHG	0.5555555555555556
Chr1	2415752	+	CHG	0.8888888888888888
Chr1	2415754	-	CHG	0.4
Chr1	2415787	+	CHG	0.8571428571428571
Chr1	2415789	-	CHG	0.4
Chr1	2415796	+	CHG	0.375
Chr1	2472875	+	CHG	1.0
Chr1	2472877	-	CHG	0.9285714285714286
Chr1	2472915	-	CHG	0.9090909090909091
Chr1	2472918	-	CHG	0.6363636363636364
Chr1	2472928	-	CHG	0.7
Chr1	2473034	-	CHG	0.8333333333333334
Chr1	2473041	+	CHG	0.8
Chr1	2473046	+	CHG	1.0
Chr1	2473048	-	CHG	0.8571428571428571
Chr1	2473136	-	CHG	0.5714285714285714
Chr1	2473233	+	CHG	0.8
Chr1	2473235	-	CHG	1.0
Chr1	2473241	-	CHG	0.7272727272727273
Chr1	2473286	+	CHG	0.5555555555555556
Chr1	2473288	-	CHG	0.6
Chr1	2473330	+	CHG	0.2
Chr1	2507151	-	CHG	0.2727272727272727
Chr1	2526771	-	CHG	0.3076923076923077
Chr1	2526801	-	CHG	0.16666666666666666
Chr1	2526849	-	CHG	0.4166666666666667
Chr1	2531418	-	CHG	0.18181818181818182
Chr1	2531434	-	CHG	0.5
Chr1	2531468	+	CHG	1.0
Chr1	2531470	-	CHG	0.7142857142857143
Chr1	2531548	+	CHG	0.8
Chr1	2531591	+	CHG	0.6
Chr1	2531852	-	CHG	0.8
Chr1	2531863	-	CHG	1.0
Chr1	2531874	-	CHG	0.7142857142857143
Chr1	2531932	-	CHG	0.7142857142857143
Chr1	2532994	-	CHG	0.8
Chr1	2534741	+	CHG	0.4
Chr1	2534748	+	CHG	0.5
Chr1	2534759	+	CHG	0.5
Chr1	2534813	+	CHG	0.375
Chr1	2534840	+	CHG	0.2857142857142857
Chr1	2546109	+	CHG	0.2857142857142857
Chr1	2587141	-	CHG	0.25
Chr1	2587161	+	CHG	0.6
Chr1	2587163	-	CHG	0.7692307692307693
Chr1	2587165	+	CHG	0.2
Chr1	2587167	-	CHG	0.2857142857142857
Chr1	2587198	-	CHG	0.5
Chr1	2587357	+	CHG	0.8571428571428571
Chr1	2587359	-	CHG	1.0
Chr1	2587371	+	CHG	0.7142857142857143
Chr1	2587373	-	CHG	1.0
Chr1	2587385	+	CHG	0.875
Chr1	2587387	-	CHG	1.0
